GJD-2450000 flux err airmass sky dx dy fwhm peak baserun
8540.052390 1.001437 0.004633 1.0379 63.2 -2.184 -0.417 5.33 8656.0 MSCT1_1902250405
8540.052749 1.006533 0.004600 1.0379 62.3 -2.474 0.452 4.89 10810.0 MSCT1_1902250406
8540.053119 0.994083 0.004657 1.0378 64.2 -2.397 0.748 5.33 8453.0 MSCT1_1902250407
8540.053490 0.989239 0.004694 1.0378 65.5 -2.032 0.204 5.48 8753.0 MSCT1_1902250408
8540.053848 0.997474 0.004797 1.0377 68.0 -1.986 0.211 4.82 10178.0 MSCT1_1902250409
8540.054219 1.005996 0.004955 1.0377 70.8 -3.178 -0.572 4.84 8086.0 MSCT1_1902250410
8540.054589 1.006933 0.005084 1.0377 72.1 -4.438 0.295 5.44 7175.0 MSCT1_1902250411
8540.054948 0.991311 0.004939 1.0376 70.1 -2.717 -0.018 5.42 7636.0 MSCT1_1902250412
8540.055318 1.001319 0.005088 1.0376 71.7 -1.450 0.745 5.81 7399.0 MSCT1_1902250413
8540.055689 1.011284 0.005056 1.0376 70.9 -2.362 1.891 5.55 8087.0 MSCT1_1902250414
8540.056047 0.998651 0.005124 1.0376 71.3 -1.973 -0.576 4.82 8921.0 MSCT1_1902250415
8540.056418 1.005303 0.005553 1.0375 77.6 -3.007 -0.078 5.42 6534.0 MSCT1_1902250416
8540.056788 0.995680 0.005817 1.0375 84.9 -3.184 0.785 4.43 8214.0 MSCT1_1902250417
8540.057147 1.001381 0.005981 1.0375 85.0 -3.532 0.172 4.12 8745.0 MSCT1_1902250418
8540.057517 0.993199 0.006819 1.0375 95.0 -4.472 -0.098 5.37 5500.0 MSCT1_1902250419
8540.057888 1.007598 0.007208 1.0375 99.6 -2.293 0.151 5.58 4802.0 MSCT1_1902250420
8540.058247 1.006187 0.008622 1.0375 111.6 -1.890 -0.355 5.83 3433.0 MSCT1_1902250421
8540.058617 0.993464 0.008454 1.0376 109.3 -1.383 -0.912 5.91 3387.0 MSCT1_1902250422
8540.058987 1.020942 0.011132 1.0376 127.3 -0.743 0.374 5.52 2599.0 MSCT1_1902250423
8540.059346 1.009570 0.010920 1.0376 121.6 -0.331 0.776 5.80 2565.0 MSCT1_1902250424
8540.059716 0.987716 0.008720 1.0376 109.0 -0.256 0.175 5.14 4181.0 MSCT1_1902250425
8540.060087 0.985909 0.006981 1.0377 95.4 0.381 0.873 5.17 5105.0 MSCT1_1902250426
8540.060446 1.002499 0.006255 1.0377 86.5 -0.429 1.248 6.04 4441.0 MSCT1_1902250427
8540.060816 0.998322 0.005613 1.0377 77.3 -1.098 0.970 7.02 4522.0 MSCT1_1902250428
8540.061186 0.998921 0.005398 1.0378 74.4 -1.444 1.164 5.58 6293.0 MSCT1_1902250429
8540.061545 1.010965 0.005646 1.0378 77.8 -2.379 -0.507 5.56 5695.0 MSCT1_1902250430
8540.061916 1.005567 0.006265 1.0379 83.5 -1.159 -0.599 6.29 4871.0 MSCT1_1902250431
8540.062286 1.008964 0.005780 1.0379 77.5 -1.418 -0.581 5.99 5744.0 MSCT1_1902250432
8540.062645 1.001158 0.006117 1.0380 82.2 -0.843 -0.070 5.42 5598.0 MSCT1_1902250433
8540.063015 1.014552 0.005870 1.0381 82.0 -0.872 -1.540 5.85 5673.0 MSCT1_1902250434
8540.063374 1.004049 0.006418 1.0381 95.4 -2.156 0.657 6.34 3952.0 MSCT1_1902250435
8540.063744 1.010449 0.006958 1.0382 93.1 -2.787 -0.297 6.22 3512.0 MSCT1_1902250436
8540.064115 1.010719 0.006991 1.0383 94.4 -2.319 0.139 5.83 3990.0 MSCT1_1902250437
8540.064473 1.007986 0.007312 1.0384 94.9 -2.133 -0.339 6.58 3165.0 MSCT1_1902250438
8540.064844 1.000277 0.007815 1.0385 99.6 -1.152 0.550 6.14 3135.0 MSCT1_1902250439
8540.065214 0.997564 0.007791 1.0386 100.8 0.220 0.745 6.01 3598.0 MSCT1_1902250440
8540.065573 1.013928 0.008625 1.0387 107.7 0.293 0.330 5.31 3703.0 MSCT1_1902250441
8540.065943 1.013383 0.008314 1.0388 100.3 0.000 0.420 5.73 3327.0 MSCT1_1902250442
8540.066314 1.012336 0.006834 1.0389 88.1 -1.047 0.334 6.71 3261.0 MSCT1_1902250443
8540.066672 1.024154 0.006273 1.0390 82.9 -1.042 1.440 6.58 3674.0 MSCT1_1902250444
8540.067043 1.000000 0.007082 1.0391 90.5 -0.314 0.322 6.13 3590.0 MSCT1_1902250445
8540.067413 1.015071 0.007605 1.0392 90.9 -0.931 0.419 7.44 2579.0 MSCT1_1902250446
8540.067772 1.014700 0.006362 1.0393 84.1 -0.548 1.316 6.23 4109.0 MSCT1_1902250447
8540.068142 1.005984 0.005504 1.0395 73.5 -1.642 0.066 6.86 4644.0 MSCT1_1902250448
8540.068513 1.008743 0.005466 1.0396 71.1 -1.876 -0.145 6.28 4652.0 MSCT1_1902250449
8540.068872 1.014316 0.005614 1.0397 71.4 -1.150 0.453 6.68 4161.0 MSCT1_1902250450
8540.069242 1.022010 0.005681 1.0399 72.9 1.347 0.898 6.71 4399.0 MSCT1_1902250451
8540.069601 1.011532 0.005447 1.0400 69.4 -2.520 0.408 6.32 5038.0 MSCT1_1902250452
8540.069971 1.015709 0.005859 1.0402 76.1 -2.756 -0.141 6.52 4408.0 MSCT1_1902250453
8540.070341 1.011065 0.006291 1.0403 79.9 -1.708 -0.510 6.47 4198.0 MSCT1_1902250454
8540.070712 1.014782 0.007199 1.0405 88.8 -1.992 -0.241 6.33 3695.0 MSCT1_1902250455
8540.071071 1.015845 0.005960 1.0407 73.6 -1.582 -0.790 7.23 3087.0 MSCT1_1902250456
8540.071441 1.014782 0.005880 1.0408 70.5 0.134 0.272 8.50 2621.0 MSCT1_1902250457
8540.071800 1.011903 0.005809 1.0410 71.0 -1.343 -0.359 7.13 3433.0 MSCT1_1902250458
8540.072170 1.017231 0.005505 1.0412 68.3 -2.479 -0.488 6.78 4193.0 MSCT1_1902250459
8540.072541 1.021390 0.005649 1.0414 69.6 -1.490 -0.407 6.75 4365.0 MSCT1_1902250460
8540.072911 1.023101 0.005604 1.0416 71.0 -1.587 0.244 5.76 4985.0 MSCT1_1902250461
8540.073270 1.008688 0.006738 1.0418 81.3 -0.388 0.999 7.31 3049.0 MSCT1_1902250462
8540.073640 1.009601 0.006347 1.0419 75.5 -1.568 0.287 7.99 2423.0 MSCT1_1902250463
8540.074010 1.011666 0.005809 1.0421 72.6 -1.880 -0.390 7.03 3483.0 MSCT1_1902250464
8540.074369 1.016613 0.005878 1.0424 70.2 -2.135 1.284 7.14 3728.0 MSCT1_1902250465
8540.074740 1.010459 0.006178 1.0426 72.9 -2.821 -0.403 7.87 2815.0 MSCT1_1902250466
8540.075110 1.004779 0.006266 1.0428 74.4 -1.155 1.165 6.93 3476.0 MSCT1_1902250467
8540.075469 1.021568 0.006133 1.0430 72.9 -1.704 0.403 6.27 4017.0 MSCT1_1902250468
8540.075839 1.015335 0.005894 1.0432 72.8 -2.169 -1.122 6.36 4543.0 MSCT1_1902250469
8540.076209 1.008443 0.005892 1.0434 74.5 -0.346 -0.081 6.15 4291.0 MSCT1_1902250470
8540.076568 1.016008 0.005944 1.0437 74.1 -1.885 -0.451 5.98 4501.0 MSCT1_1902250471
8540.076939 1.012024 0.005888 1.0439 73.3 -1.785 0.764 6.10 4498.0 MSCT1_1902250472
8540.077309 1.014209 0.005460 1.0442 69.3 -1.490 0.332 6.40 5010.0 MSCT1_1902250473
8540.077668 1.023051 0.005729 1.0444 70.8 -1.671 0.311 6.96 4174.0 MSCT1_1902250474
8540.078038 1.019470 0.005704 1.0447 71.9 -1.884 -0.418 6.46 4564.0 MSCT1_1902250475
8540.078397 1.023437 0.005731 1.0449 71.8 -1.151 0.761 5.87 5307.0 MSCT1_1902250476
8540.078767 1.011762 0.006020 1.0452 73.4 -1.380 0.533 6.75 3910.0 MSCT1_1902250477
8540.079138 1.028736 0.006009 1.0455 72.8 -0.964 0.439 6.00 4456.0 MSCT1_1902250478
8540.079497 1.021262 0.005917 1.0457 70.5 -1.235 1.147 6.35 4208.0 MSCT1_1902250479
8540.079867 1.021200 0.007563 1.0460 75.8 -1.227 0.061 6.31 3446.0 MSCT1_1902250480
8540.080237 1.004265 0.006874 1.0463 74.6 -2.317 -0.592 6.29 3692.0 MSCT1_1902250481
8540.080596 1.011531 0.006006 1.0466 72.3 -1.044 0.729 5.25 5988.0 MSCT1_1902250482
8540.080966 1.012908 0.005385 1.0468 66.7 -2.244 -1.727 6.31 6293.0 MSCT1_1902250483
8540.081337 1.017426 0.005549 1.0471 69.2 -1.976 -0.046 6.18 5721.0 MSCT1_1902250484
8540.081696 1.021904 0.005744 1.0474 70.1 -1.167 0.025 5.70 6162.0 MSCT1_1902250485
8540.082066 1.024124 0.006179 1.0478 73.7 -1.703 -0.679 5.86 5300.0 MSCT1_1902250486
8540.082436 1.020021 0.007676 1.0480 83.5 -1.818 -0.324 6.09 3480.0 MSCT1_1902250487
8540.082795 1.015677 0.009879 1.0484 90.6 -1.769 -0.558 6.01 2374.0 MSCT1_1902250488
8540.083166 1.030776 0.019489 1.0487 104.5 -0.775 -0.302 5.77 1488.0 MSCT1_1902250489
8540.083536 1.024242 0.030840 1.0490 112.2 -2.121 1.081 5.62 960.0 MSCT1_1902250490
8540.083895 0.952873 0.061293 1.0493 118.5 -1.099 -1.571 5.68 530.0 MSCT1_1902250491
8540.084635 0.927447 0.134458 1.0500 127.1 2.308 1.833 12.20 321.0 MSCT1_1902250493
8540.089022 0.972893 0.013066 1.0544 99.9 4.345 -0.968 5.63 1928.0 MSCT1_1902250505
8540.089392 1.024489 0.026955 1.0548 113.2 3.627 0.055 6.14 864.0 MSCT1_1902250506
8540.090492 0.974290 0.023423 1.0560 120.6 1.551 -0.004 6.12 1256.0 MSCT1_1902250509
8540.090862 1.002792 0.006118 1.0564 80.5 0.971 -2.161 5.89 5424.0 MSCT1_1902250510
8540.091221 1.018946 0.014766 1.0569 97.3 -2.567 -0.950 8.56 1205.0 MSCT1_1902250511
8540.091591 1.063946 0.025243 1.0573 105.0 -3.451 1.773 6.48 957.0 MSCT1_1902250512
8540.091962 0.988293 0.021998 1.0578 113.9 -4.145 -0.103 6.63 939.0 MSCT1_1902250513
8540.092691 1.117696 0.061995 1.0586 116.8 -3.130 -1.207 5.96 555.0 MSCT1_1902250515
8540.093061 0.982452 0.009949 1.0591 97.8 -3.303 -0.562 6.13 2562.0 MSCT1_1902250516
8540.093420 1.038107 0.010075 1.0595 91.5 -2.418 0.090 7.04 2114.0 MSCT1_1902250517
8540.093791 1.030959 0.024262 1.0599 106.5 -2.404 0.916 6.89 927.0 MSCT1_1902250518
8540.094149 1.019244 0.015155 1.0604 120.5 -0.811 -1.068 5.77 1894.0 MSCT1_1902250519
8540.094520 1.046256 0.025291 1.0609 246.8 0.507 0.177 5.45 1515.0 MSCT1_1902250520
8540.094890 0.990474 0.012699 1.0614 170.0 -0.182 0.015 5.49 2691.0 MSCT1_1902250521
8540.095249 1.011915 0.009149 1.0618 111.7 -0.059 -1.202 6.32 2839.0 MSCT1_1902250522
8540.095619 1.010733 0.006507 1.0623 86.7 0.943 0.632 5.90 4906.0 MSCT1_1902250523
8540.095990 1.007937 0.006665 1.0628 84.8 -1.614 0.286 6.90 3352.0 MSCT1_1902250524
8540.096348 1.030150 0.007668 1.0633 87.5 -1.745 -0.231 5.39 4410.0 MSCT1_1902250525
8540.096719 1.009476 0.007898 1.0637 87.5 -3.430 -0.408 5.68 4119.0 MSCT1_1902250526
8540.097089 1.018188 0.006975 1.0643 82.8 -2.022 0.147 6.05 4612.0 MSCT1_1902250527
8540.097448 1.018581 0.008450 1.0648 85.5 -1.543 0.791 6.46 2910.0 MSCT1_1902250528
8540.097818 1.025482 0.027191 1.0653 104.1 -2.693 0.256 6.05 919.0 MSCT1_1902250529
8540.098189 1.035577 0.034050 1.0658 109.3 -1.153 0.502 6.26 789.0 MSCT1_1902250530
8540.098547 1.016838 0.014693 1.0663 98.6 -1.531 1.003 5.95 1773.0 MSCT1_1902250531
8540.098918 1.025184 0.012639 1.0669 96.0 0.185 -0.043 6.15 2057.0 MSCT1_1902250532
8540.099288 1.018471 0.009361 1.0674 88.7 0.063 0.061 5.73 3225.0 MSCT1_1902250533
8540.099647 1.017920 0.007500 1.0679 84.2 -0.173 0.188 6.81 3640.0 MSCT1_1902250534
8540.100017 1.021875 0.007319 1.0685 82.8 -2.333 1.147 7.41 2726.0 MSCT1_1902250535
8540.100388 1.069886 0.030367 1.0690 112.9 -4.169 0.009 8.52 546.0 MSCT1_1902250536
8540.100747 1.051625 0.023134 1.0696 112.1 -1.702 -0.540 6.89 942.0 MSCT1_1902250537
8540.101117 1.024676 0.008965 1.0701 90.1 -1.482 -0.650 5.68 3092.0 MSCT1_1902250538
8540.101487 0.999531 0.015027 1.0707 103.2 -1.633 0.041 6.03 1779.0 MSCT1_1902250539
8540.101846 1.038750 0.017479 1.0712 106.5 -1.529 1.995 6.32 1421.0 MSCT1_1902250540
8540.102216 1.005340 0.006596 1.0718 83.3 -1.332 0.880 6.14 4379.0 MSCT1_1902250541
8540.102587 1.022899 0.006710 1.0724 80.9 -0.694 0.744 6.07 3695.0 MSCT1_1902250542
8540.102946 1.012403 0.007491 1.0730 84.2 -1.408 -0.548 6.71 2789.0 MSCT1_1902250543
8540.103316 1.017081 0.009946 1.0736 94.7 -1.428 -0.910 5.25 3174.0 MSCT1_1902250544
8540.103686 1.023469 0.010135 1.0742 95.2 -2.444 0.182 5.87 2740.0 MSCT1_1902250545
8540.104045 0.969400 0.022690 1.0748 114.7 -1.198 0.745 5.85 1261.0 MSCT1_1902250546
8540.104416 1.048049 0.014511 1.0754 108.3 -1.795 0.411 6.04 1839.0 MSCT1_1902250547
8540.105145 1.075964 0.022598 1.0766 115.5 -1.200 0.847 6.53 1319.0 MSCT1_1902250549
8540.105515 1.018327 0.020256 1.0772 112.7 0.025 -1.283 5.45 1609.0 MSCT1_1902250550
8540.105874 1.014041 0.015713 1.0778 109.8 0.430 -0.055 5.92 1712.0 MSCT1_1902250551
8540.106244 1.006547 0.011190 1.0785 107.5 1.023 0.162 5.50 2802.0 MSCT1_1902250552
8540.106615 1.015648 0.017521 1.0791 121.6 -0.262 -0.137 4.86 1943.0 MSCT1_1902250553
8540.106973 1.020434 0.017947 1.0797 125.7 0.283 -0.276 5.84 1575.0 MSCT1_1902250554
8540.107344 1.005598 0.039217 1.0804 143.1 -0.373 0.824 9.06 591.0 MSCT1_1902250555
8540.107714 0.956914 0.056638 1.0810 153.6 0.557 -1.655 7.83 506.0 MSCT1_1902250556
8540.108814 0.724117 0.112268 1.0831 162.7 0.987 -0.010 12.80 361.0 MSCT1_1902250559
8540.109172 0.985571 0.018199 1.0837 129.0 1.231 -0.442 6.62 1357.0 MSCT1_1902250560
8540.109543 1.023902 0.014098 1.0844 119.7 0.765 -1.401 5.63 2121.0 MSCT1_1902250561
8540.109913 1.016372 0.023693 1.0851 131.2 0.625 1.119 5.49 1388.0 MSCT1_1902250562
8540.110272 0.988123 0.025373 1.0857 130.3 -0.036 -1.378 7.02 1171.0 MSCT1_1902250563
8540.110642 1.024951 0.024763 1.0864 187.6 1.951 -1.214 6.43 1172.0 MSCT1_1902250564
8540.111013 0.958495 0.049835 1.0872 381.3 1.818 -1.098 9.03 884.0 MSCT1_1902250565
8540.111742 0.938057 0.062190 1.0885 460.9 3.438 -1.390 8.20 977.0 MSCT1_1902250567
8540.112101 1.012019 0.054191 1.0893 358.5 3.003 -2.271 6.21 994.0 MSCT1_1902250568
8540.112471 1.045349 0.028924 1.0901 187.2 2.339 -0.900 6.32 956.0 MSCT1_1902250569
8540.112841 1.048836 0.067638 1.0907 170.7 2.915 -0.974 9.27 467.0 MSCT1_1902250570
8540.113200 0.976265 0.023880 1.0915 143.1 4.432 -3.128 6.52 1083.0 MSCT1_1902250571
8540.113571 1.012204 0.030018 1.0922 143.1 3.299 -1.369 6.62 796.0 MSCT1_1902250572
8540.113941 1.053960 0.032290 1.0930 140.2 5.082 -2.405 6.89 841.0 MSCT1_1902250573
8540.114311 1.031837 0.025868 1.0937 132.0 4.483 -2.096 5.65 1092.0 MSCT1_1902250574
8540.114670 1.051683 0.027010 1.0945 133.4 3.886 -2.621 7.12 914.0 MSCT1_1902250575
8540.115041 1.014640 0.044226 1.0953 140.4 1.970 -2.379 6.49 654.0 MSCT1_1902250576
8540.115399 1.071765 0.085298 1.0959 148.2 3.089 -1.130 9.16 411.0 MSCT1_1902250577
8540.115770 1.173638 0.111399 1.0968 150.9 6.405 -4.171 11.30 385.0 MSCT1_1902250578
8540.116140 0.996722 0.096687 1.0976 151.3 3.250 -0.164 10.75 379.0 MSCT1_1902250579
8540.116499 1.042173 0.048183 1.0984 157.1 1.518 -2.296 8.58 528.0 MSCT1_1902250580
8540.116869 1.087587 0.089618 1.0991 160.9 6.886 -2.642 11.62 402.0 MSCT1_1902250581
8540.117240 1.029791 0.121988 1.0999 155.8 -0.716 -6.390 13.25 351.0 MSCT1_1902250582
8540.117598 1.039939 0.073264 1.1008 153.7 3.855 -0.613 8.04 462.0 MSCT1_1902250583
8540.117969 1.024154 0.049967 1.1015 149.4 4.387 -1.741 6.89 642.0 MSCT1_1902250584
8540.118339 1.041045 0.040211 1.1024 145.4 4.398 -1.972 6.27 750.0 MSCT1_1902250585
8540.118698 1.031274 0.028146 1.1032 136.9 3.751 -2.918 6.75 897.0 MSCT1_1902250586
8540.119068 0.967485 0.031921 1.1039 136.5 5.848 -3.866 6.67 827.0 MSCT1_1902250587
8540.119439 0.982452 0.029765 1.1048 135.9 4.783 -2.932 6.56 958.0 MSCT1_1902250588
8540.119797 1.063848 0.035298 1.1057 138.9 4.645 -1.702 6.28 884.0 MSCT1_1902250589
8540.120168 0.998438 0.036905 1.1066 139.4 5.832 -4.147 6.31 938.0 MSCT1_1902250590
8540.120538 1.061692 0.040558 1.1073 139.9 5.559 -4.127 5.86 854.0 MSCT1_1902250591
8540.120897 1.041579 0.041573 1.1082 139.7 5.312 -1.242 5.89 731.0 MSCT1_1902250592
8540.121267 0.957072 0.036712 1.1091 137.6 6.725 -1.366 6.74 827.0 MSCT1_1902250593
8540.121638 0.929742 0.034372 1.1099 138.1 6.355 -2.873 6.46 837.0 MSCT1_1902250594
8540.121997 1.011117 0.048287 1.1108 143.7 6.896 -3.071 6.12 615.0 MSCT1_1902250595
8540.122367 1.108965 0.062560 1.1117 157.3 7.494 -2.376 7.08 521.0 MSCT1_1902250596
8540.122737 0.925535 0.053141 1.1127 159.7 6.015 -2.460 6.33 552.0 MSCT1_1902250597
8540.123096 0.990693 0.037241 1.1135 146.9 6.371 -1.150 8.16 606.0 MSCT1_1902250598
8540.123466 1.034514 0.032493 1.1144 144.9 6.728 -3.514 6.87 755.0 MSCT1_1902250599
8540.123837 1.022283 0.031182 1.1154 144.9 7.800 -2.100 8.14 794.0 MSCT1_1902250600
8540.124196 1.020612 0.023855 1.1161 142.6 5.889 -2.386 6.42 1165.0 MSCT1_1902250601
8540.124566 0.994395 0.026855 1.1171 147.5 5.377 -4.009 8.99 693.0 MSCT1_1902250602
8540.124936 0.993896 0.032709 1.1181 170.8 4.171 -2.826 6.67 1054.0 MSCT1_1902250603
8540.125295 1.018158 0.032527 1.1189 149.8 4.548 -3.303 5.33 1047.0 MSCT1_1902250604
8540.125666 0.972090 0.027600 1.1199 141.4 4.613 -4.289 5.72 1147.0 MSCT1_1902250605
8540.126036 0.982608 0.024491 1.1209 136.1 5.447 -3.219 6.54 1165.0 MSCT1_1902250606
8540.126395 0.989363 0.023930 1.1219 134.5 5.092 -4.324 6.48 1329.0 MSCT1_1902250607
8540.126765 0.978382 0.027145 1.1227 140.8 2.392 -2.832 8.74 856.0 MSCT1_1902250608
8540.127124 0.996988 0.019998 1.1237 128.4 1.501 0.201 6.08 1381.0 MSCT1_1902250609
8540.127494 1.033954 0.016214 1.1247 122.1 0.834 -0.694 6.85 1437.0 MSCT1_1902250610
8540.127865 1.012930 0.011826 1.1256 110.5 1.568 -2.182 5.82 2265.0 MSCT1_1902250611
8540.128223 1.010304 0.011258 1.1266 131.0 0.976 0.251 6.42 2343.0 MSCT1_1902250612
8540.128594 1.033938 0.013667 1.1277 297.1 -1.471 -0.218 6.22 2515.0 MSCT1_1902250613
8540.128964 1.024290 0.014278 1.1285 231.6 -0.092 -0.070 5.61 2509.0 MSCT1_1902250614
8540.129323 1.008384 0.018038 1.1296 165.2 -1.133 0.563 6.31 1477.0 MSCT1_1902250615
8540.129693 0.993915 0.023305 1.1307 168.9 0.271 -0.791 6.52 1212.0 MSCT1_1902250616
8540.130064 0.981859 0.032777 1.1317 223.2 0.812 -1.735 5.75 1126.0 MSCT1_1902250617
8540.130422 1.019071 0.039222 1.1326 264.6 1.120 0.212 6.03 1112.0 MSCT1_1902250618
8540.130793 0.988507 0.045382 1.1337 241.2 0.456 -1.395 5.78 942.0 MSCT1_1902250619
8540.131163 1.097785 0.058480 1.1348 180.6 2.937 0.889 6.72 698.0 MSCT1_1902250620
8540.131522 0.997043 0.045645 1.1357 158.2 2.545 -1.843 6.56 886.0 MSCT1_1902250621
8540.131892 1.051996 0.048152 1.1368 155.4 2.677 -2.001 5.74 766.0 MSCT1_1902250622
8540.132263 1.101190 0.056436 1.1379 155.3 1.297 -1.932 6.82 717.0 MSCT1_1902250623
8540.132622 0.976825 0.046883 1.1388 157.2 1.928 0.079 6.10 717.0 MSCT1_1902250624
8540.132992 1.037841 0.040137 1.1400 151.2 1.559 0.126 6.01 784.0 MSCT1_1902250625
8540.133351 0.972764 0.028755 1.1411 141.8 3.320 -0.852 6.45 939.0 MSCT1_1902250626
8540.133721 1.027093 0.027974 1.1422 141.7 2.772 -2.042 6.75 1038.0 MSCT1_1902250627
8540.134091 1.017293 0.026422 1.1432 139.5 3.156 -3.228 6.00 1106.0 MSCT1_1902250628
8540.134450 0.983829 0.034366 1.1443 144.9 3.902 -2.103 6.83 890.0 MSCT1_1902250629
8540.134821 1.015122 0.028619 1.1455 142.7 5.213 -1.017 6.59 1032.0 MSCT1_1902250630
8540.135191 1.024295 0.021950 1.1465 137.0 2.881 -1.191 6.09 1238.0 MSCT1_1902250631
8540.135550 1.022016 0.020345 1.1477 134.6 2.262 -0.965 6.86 1163.0 MSCT1_1902250632
8540.135920 1.025720 0.020257 1.1488 134.5 1.722 -1.017 5.85 1402.0 MSCT1_1902250633
8540.136291 1.053416 0.022622 1.1498 136.9 1.126 -1.177 6.04 1412.0 MSCT1_1902250634
8540.136649 1.021579 0.028671 1.1510 144.4 2.187 -1.272 6.67 1080.0 MSCT1_1902250635
8540.137020 0.989126 0.022043 1.1522 143.5 0.159 -1.945 6.12 1262.0 MSCT1_1902250636
8540.137390 1.061651 0.033441 1.1532 155.8 2.581 -0.053 5.97 1013.0 MSCT1_1902250637
8540.137749 0.968861 0.032463 1.1545 168.1 2.792 -0.824 6.12 953.0 MSCT1_1902250638
8540.138119 1.090935 0.046221 1.1557 169.1 1.561 -0.180 6.28 786.0 MSCT1_1902250639
8540.138490 1.037658 0.040961 1.1567 163.3 2.952 1.688 6.68 787.0 MSCT1_1902250640
8540.138848 1.022977 0.041645 1.1580 162.8 1.415 -0.045 5.68 866.0 MSCT1_1902250641
8540.139219 1.013682 0.035163 1.1592 163.7 3.209 -0.973 6.29 984.0 MSCT1_1902250642
8540.139589 0.970439 0.031079 1.1605 158.1 3.128 0.644 5.18 1124.0 MSCT1_1902250643
8540.139948 1.016600 0.023903 1.1615 151.2 3.813 -0.572 5.63 1300.0 MSCT1_1902250644
8540.140318 1.020615 0.021772 1.1628 159.0 0.830 -0.148 8.47 949.0 MSCT1_1902250645
8540.140677 1.024436 0.025500 1.1641 477.6 -0.358 -0.369 6.76 1819.0 MSCT1_1902250646
8540.141047 0.986010 0.026939 1.1652 487.8 -0.106 -0.959 5.94 1806.0 MSCT1_1902250647
8540.141418 1.019951 0.035753 1.1665 594.9 -0.956 -0.291 6.76 1479.0 MSCT1_1902250648
8540.141777 1.038471 0.025909 1.1678 241.4 -0.301 1.632 6.09 1208.0 MSCT1_1902250649
8540.142147 0.965098 0.024646 1.1688 188.4 0.417 -0.442 7.67 1013.0 MSCT1_1902250650
8540.142517 1.006013 0.028864 1.1702 179.4 0.189 -1.166 6.94 1061.0 MSCT1_1902250651
8540.142876 1.062141 0.026786 1.1715 171.1 1.914 -0.447 6.83 942.0 MSCT1_1902250652
8540.143247 1.029420 0.041938 1.1728 178.5 2.059 0.562 5.44 835.0 MSCT1_1902250653
8540.143617 1.066575 0.033644 1.1739 168.6 1.147 -1.665 5.71 961.0 MSCT1_1902250654
8540.143987 0.997025 0.027149 1.1753 158.4 0.349 0.788 5.97 1061.0 MSCT1_1902250655
8540.144346 1.021778 0.035481 1.1766 162.2 0.868 -1.441 8.02 718.0 MSCT1_1902250656
8540.144716 0.951174 0.038104 1.1778 170.2 1.825 -0.727 8.15 665.0 MSCT1_1902250657
8540.145087 1.029534 0.043697 1.1792 174.5 3.271 -2.286 7.71 694.0 MSCT1_1902250658
8540.145446 0.997130 0.032137 1.1806 163.1 1.232 -0.777 5.91 951.0 MSCT1_1902250659
8540.145816 0.937316 0.027431 1.1817 166.8 0.652 0.460 6.09 1070.0 MSCT1_1902250660
8540.146186 1.010253 0.023606 1.1831 170.9 1.105 1.118 5.95 1469.0 MSCT1_1902250661
8540.146545 1.012270 0.019363 1.1845 153.1 2.180 -0.514 6.24 1488.0 MSCT1_1902250662
8540.146916 0.994761 0.016440 1.1859 153.3 2.884 -0.548 6.01 1651.0 MSCT1_1902250663
8540.147286 1.008802 0.011560 1.1871 139.4 1.264 1.120 5.96 2340.0 MSCT1_1902250664
8540.147645 1.032812 0.011976 1.1885 139.4 -0.329 -0.797 6.07 2130.0 MSCT1_1902250665
8540.148015 1.000250 0.013206 1.1900 138.9 -0.684 -0.753 6.19 1864.0 MSCT1_1902250666
8540.148385 1.031453 0.015702 1.1912 141.4 -0.072 -1.184 7.40 1267.0 MSCT1_1902250667
8540.148744 1.004390 0.012070 1.1927 127.8 0.202 0.876 7.69 1530.0 MSCT1_1902250668
8540.149115 1.014225 0.012517 1.1941 131.0 0.436 0.700 6.94 1824.0 MSCT1_1902250669
8540.149485 1.031667 0.014883 1.1954 135.4 -0.027 -0.247 6.51 1594.0 MSCT1_1902250670
8540.149844 1.018457 0.012588 1.1968 130.4 0.218 -1.301 6.25 1974.0 MSCT1_1902250671
8540.150214 1.024021 0.010725 1.1983 122.3 -0.499 -1.244 7.72 1939.0 MSCT1_1902250672
8540.150584 1.007854 0.009374 1.1998 118.4 0.724 0.207 6.44 2710.0 MSCT1_1902250673
8540.150943 1.015039 0.009484 1.2011 119.5 0.713 0.215 6.04 2868.0 MSCT1_1902250674
8540.151314 1.016312 0.010135 1.2026 131.4 0.059 0.249 5.64 2960.0 MSCT1_1902250675
8540.151684 1.019598 0.010388 1.2041 147.2 -2.244 1.341 6.67 2291.0 MSCT1_1902250676
8540.152043 1.007975 0.009590 1.2057 130.5 -0.283 1.466 6.22 2934.0 MSCT1_1902250677
8540.152413 1.002779 0.009917 1.2069 131.8 -0.135 0.410 6.12 2966.0 MSCT1_1902250678
8540.152772 1.018752 0.009802 1.2085 127.8 -1.677 -0.111 6.69 2366.0 MSCT1_1902250679
8540.153142 1.013726 0.008712 1.2101 121.4 -0.428 0.879 5.85 3099.0 MSCT1_1902250680
8540.153513 1.011611 0.008415 1.2114 116.2 -1.740 0.391 6.48 2929.0 MSCT1_1902250681
8540.153872 1.013150 0.007455 1.2130 111.0 -0.779 -0.267 6.25 3232.0 MSCT1_1902250682
