GJD-2450000 flux err airmass sky dx dy fwhm peak baserun
8540.046198 0.993542 0.002287 1.0396 483.0 -1.570 1.092 5.38 41064.0 MSCT0_1902250388
8540.046568 0.999912 0.002319 1.0395 488.3 -1.993 -0.304 4.98 37200.0 MSCT0_1902250389
8540.046927 0.995226 0.002327 1.0394 502.2 -1.254 0.833 4.99 38145.0 MSCT0_1902250390
8540.047297 0.992476 0.002345 1.0392 509.1 -1.154 0.479 5.30 36985.0 MSCT0_1902250391
8540.047668 0.993922 0.002359 1.0391 504.3 0.027 -0.335 5.57 32861.0 MSCT0_1902250392
8540.048027 0.994321 0.002341 1.0390 495.1 -0.016 -0.172 5.56 37316.0 MSCT0_1902250393
8540.048397 0.992766 0.002362 1.0389 494.4 -0.653 0.987 4.76 39020.0 MSCT0_1902250394
8540.048756 0.996758 0.002334 1.0388 483.3 -0.710 1.833 5.34 35608.0 MSCT0_1902250395
8540.049126 0.992748 0.002337 1.0387 476.4 -0.636 0.604 5.72 31506.0 MSCT0_1902250396
8540.049497 0.998356 0.002301 1.0386 470.1 -0.127 0.031 5.06 43243.0 MSCT0_1902250397
8540.049867 0.996216 0.002303 1.0385 468.0 -0.091 0.984 5.20 38299.0 MSCT0_1902250398
8540.050226 0.991556 0.002320 1.0384 465.9 -2.994 0.070 5.97 27529.0 MSCT0_1902250399
8540.050596 0.998182 0.002279 1.0383 456.0 -1.478 1.008 5.13 39273.0 MSCT0_1902250400
8540.050955 0.994425 0.002245 1.0382 449.1 -2.407 0.308 5.29 41390.0 MSCT0_1902250401
8540.051325 0.997468 0.002267 1.0381 448.5 -0.872 0.291 5.25 35878.0 MSCT0_1902250402
8540.051696 0.994800 0.002286 1.0381 452.1 -0.833 -0.105 6.23 26809.0 MSCT0_1902250403
8540.052066 0.995769 0.002265 1.0380 447.5 -0.118 -0.249 5.35 32877.0 MSCT0_1902250404
8540.052425 0.992802 0.002266 1.0379 446.2 -0.404 -0.364 4.97 33793.0 MSCT0_1902250405
8540.052795 0.993547 0.002248 1.0379 444.5 -1.084 0.871 4.81 42915.0 MSCT0_1902250406
8540.053166 0.996733 0.002288 1.0378 454.7 -1.596 2.361 5.57 34891.0 MSCT0_1902250407
8540.053524 0.997559 0.002322 1.0378 464.4 -1.437 1.226 5.32 36740.0 MSCT0_1902250408
8540.053895 0.996634 0.002352 1.0377 476.2 -1.256 0.564 4.77 39546.0 MSCT0_1902250409
8540.054265 0.996605 0.002448 1.0377 494.2 -1.487 0.306 5.06 34030.0 MSCT0_1902250410
8540.054624 0.998009 0.002483 1.0377 505.9 -2.140 1.382 5.27 29106.0 MSCT0_1902250411
8540.054994 0.996361 0.002437 1.0376 496.6 -1.832 0.232 5.48 29008.0 MSCT0_1902250412
8540.055353 0.996646 0.002519 1.0376 512.5 -0.942 0.490 5.71 27598.0 MSCT0_1902250413
8540.055723 0.996073 0.002478 1.0376 511.0 -1.790 0.708 5.07 34776.0 MSCT0_1902250414
8540.056094 0.996620 0.002540 1.0376 532.4 -0.686 0.199 4.93 34652.0 MSCT0_1902250415
8540.056464 1.001679 0.002789 1.0375 583.9 -3.174 0.545 5.13 28021.0 MSCT0_1902250416
8540.056823 1.000097 0.002871 1.0375 613.5 -2.431 0.949 4.48 33545.0 MSCT0_1902250417
8540.057193 0.996388 0.002992 1.0375 631.9 -1.676 1.104 4.71 31830.0 MSCT0_1902250418
8540.057564 0.995509 0.003442 1.0375 716.2 -1.305 0.218 5.37 21262.0 MSCT0_1902250419
8540.057922 0.999909 0.003668 1.0375 749.9 -1.327 0.124 5.62 19388.0 MSCT0_1902250420
8540.058293 0.997538 0.004601 1.0375 860.3 -1.042 1.241 5.88 13351.0 MSCT0_1902250421
8540.058663 1.002114 0.004443 1.0376 837.4 -0.201 0.069 5.88 13513.0 MSCT0_1902250422
8540.059022 1.003931 0.005973 1.0376 970.3 0.493 0.821 6.06 10486.0 MSCT0_1902250423
8540.059392 0.994803 0.005390 1.0376 927.0 0.594 1.353 5.86 11493.0 MSCT0_1902250424
8540.059763 0.990788 0.004484 1.0376 843.0 0.718 0.480 5.39 16106.0 MSCT0_1902250425
8540.060122 1.007289 0.003520 1.0377 731.0 1.443 0.518 5.58 18934.0 MSCT0_1902250426
8540.060492 0.998947 0.003093 1.0377 654.8 1.118 1.472 6.10 18574.0 MSCT0_1902250427
8540.060862 0.999036 0.002805 1.0377 592.0 -0.299 0.290 6.73 18103.0 MSCT0_1902250428
8540.061221 0.998750 0.002668 1.0378 570.6 -0.471 1.624 5.70 24602.0 MSCT0_1902250429
8540.061591 1.004532 0.002900 1.0378 607.3 -0.672 -0.366 5.89 21503.0 MSCT0_1902250430
8540.061962 0.998619 0.003153 1.0379 641.3 -0.063 0.320 5.88 18388.0 MSCT0_1902250431
8540.062321 1.000987 0.002885 1.0379 599.6 0.402 0.127 6.16 22414.0 MSCT0_1902250432
8540.062691 1.004239 0.003084 1.0380 631.0 1.368 0.051 5.36 22749.0 MSCT0_1902250433
8540.063061 0.999489 0.002958 1.0381 613.5 0.626 0.055 5.68 20627.0 MSCT0_1902250434
8540.063420 1.002552 0.003270 1.0381 654.7 -1.040 1.414 6.79 15056.0 MSCT0_1902250435
8540.063791 1.008034 0.003621 1.0382 710.2 -0.933 0.509 6.28 14133.0 MSCT0_1902250436
8540.064161 1.011240 0.003586 1.0383 719.1 -1.305 0.506 6.04 15450.0 MSCT0_1902250437
8540.064520 1.007662 0.003786 1.0384 737.0 -0.650 0.115 6.99 13201.0 MSCT0_1902250438
8540.064890 1.005974 0.004103 1.0385 772.9 -0.366 1.632 6.12 12576.0 MSCT0_1902250439
8540.065260 1.016223 0.004078 1.0386 775.9 0.266 0.014 5.97 14782.0 MSCT0_1902250440
8540.065619 1.011363 0.004586 1.0387 821.9 2.831 1.336 5.65 13388.0 MSCT0_1902250441
8540.065990 1.003768 0.004201 1.0388 772.6 1.609 0.893 6.13 13779.0 MSCT0_1902250442
8540.066360 1.005563 0.003436 1.0389 675.8 0.203 0.371 6.97 12771.0 MSCT0_1902250443
8540.066719 1.007888 0.003200 1.0390 640.2 -0.448 0.169 6.79 14343.0 MSCT0_1902250444
8540.067089 1.008837 0.003756 1.0391 713.8 0.499 1.022 6.36 12894.0 MSCT0_1902250445
8540.067459 1.009737 0.003876 1.0392 706.2 0.460 0.397 7.20 10631.0 MSCT0_1902250446
8540.067818 1.012848 0.003213 1.0394 632.2 0.604 -0.600 6.44 16563.0 MSCT0_1902250447
8540.068189 1.003421 0.002757 1.0395 555.1 -0.133 -0.567 6.66 17747.0 MSCT0_1902250448
8540.068559 1.009961 0.002814 1.0396 544.2 -0.145 -0.690 6.83 16005.0 MSCT0_1902250449
8540.068918 1.013670 0.002880 1.0398 549.7 1.000 1.328 7.30 15267.0 MSCT0_1902250450
8540.069288 1.015460 0.002898 1.0399 550.9 1.030 0.856 6.40 17676.0 MSCT0_1902250451
8540.069659 1.013425 0.002799 1.0400 533.8 -1.589 0.789 6.39 18463.0 MSCT0_1902250452
8540.070017 1.016477 0.003068 1.0402 578.9 -1.258 -1.193 6.47 16558.0 MSCT0_1902250453
8540.070388 1.013857 0.003307 1.0404 619.2 -0.976 -0.427 6.49 15003.0 MSCT0_1902250454
8540.070758 1.020162 0.003569 1.0405 653.0 -0.532 0.618 6.12 14744.0 MSCT0_1902250455
8540.071117 1.010673 0.003048 1.0407 552.1 -0.145 -0.240 8.79 10110.0 MSCT0_1902250456
8540.071487 1.018591 0.003008 1.0409 531.9 0.979 0.033 8.77 10134.0 MSCT0_1902250457
8540.071858 1.016158 0.002905 1.0410 539.9 -1.402 0.442 7.37 14363.0 MSCT0_1902250458
8540.072216 1.018106 0.002825 1.0412 526.4 -0.519 0.263 7.20 15721.0 MSCT0_1902250459
8540.072587 1.011410 0.002830 1.0414 538.7 -0.216 0.238 6.39 17564.0 MSCT0_1902250460
8540.072957 1.018240 0.002880 1.0416 546.2 0.936 1.414 6.92 18099.0 MSCT0_1902250461
8540.073316 1.017723 0.003537 1.0418 625.3 0.800 0.875 7.47 10960.0 MSCT0_1902250462
8540.073686 1.015883 0.003214 1.0420 580.6 -1.290 1.208 8.27 10149.0 MSCT0_1902250463
8540.074057 1.013146 0.002954 1.0422 554.5 -1.007 1.002 7.38 13775.0 MSCT0_1902250464
8540.074416 1.015120 0.003021 1.0424 552.2 -1.985 1.342 6.96 14069.0 MSCT0_1902250465
8540.074786 1.016134 0.003231 1.0426 572.1 -1.561 0.062 8.00 10559.0 MSCT0_1902250466
8540.075156 1.011670 0.003227 1.0428 575.7 -1.241 0.694 7.07 12965.0 MSCT0_1902250467
8540.075515 1.011436 0.003112 1.0431 564.7 -0.216 -0.005 6.54 14859.0 MSCT0_1902250468
8540.075885 1.015372 0.003043 1.0433 557.3 -0.802 0.635 6.33 16752.0 MSCT0_1902250469
8540.076256 1.014003 0.003044 1.0435 564.0 0.813 -0.116 6.67 15714.0 MSCT0_1902250470
8540.076615 1.018711 0.003053 1.0437 567.5 -0.912 -0.337 6.38 16699.0 MSCT0_1902250471
8540.076985 1.014245 0.003045 1.0439 561.5 -0.717 1.975 6.22 17107.0 MSCT0_1902250472
8540.077355 1.015273 0.002838 1.0442 525.0 -0.361 -0.280 6.69 18275.0 MSCT0_1902250473
8540.077714 1.013433 0.002925 1.0445 533.0 -0.003 -0.933 6.75 16169.0 MSCT0_1902250474
8540.078084 1.019724 0.002897 1.0447 535.9 0.643 -0.535 6.29 18373.0 MSCT0_1902250475
8540.078455 1.016846 0.002978 1.0450 539.3 0.423 0.975 6.25 19989.0 MSCT0_1902250476
8540.078814 1.017877 0.003166 1.0452 553.5 0.801 1.236 6.91 13796.0 MSCT0_1902250477
8540.079184 1.015951 0.003064 1.0455 547.2 -0.553 0.139 6.73 15769.0 MSCT0_1902250478
8540.079554 1.015240 0.003118 1.0457 542.5 0.119 0.654 6.70 16261.0 MSCT0_1902250479
8540.079913 1.018093 0.003845 1.0460 580.6 1.057 1.082 6.16 13033.0 MSCT0_1902250480
8540.080284 1.013340 0.003497 1.0463 561.2 -1.486 -0.276 6.80 14441.0 MSCT0_1902250481
8540.080642 1.014042 0.002962 1.0466 529.1 -0.806 0.867 5.62 22901.0 MSCT0_1902250482
8540.081013 1.018190 0.002788 1.0469 503.3 -0.932 -0.400 5.63 22967.0 MSCT0_1902250483
8540.081383 1.017345 0.002913 1.0472 521.1 -1.002 -0.057 6.17 19404.0 MSCT0_1902250484
8540.081753 1.014402 0.003005 1.0475 539.1 0.391 0.984 5.30 22474.0 MSCT0_1902250485
8540.082112 1.013149 0.003290 1.0478 574.9 -0.578 1.043 6.17 18960.0 MSCT0_1902250486
8540.082483 1.018207 0.004275 1.0481 656.9 -0.684 0.929 5.89 12104.0 MSCT0_1902250487
8540.082841 1.014327 0.005485 1.0484 720.3 -0.570 0.388 6.34 9009.0 MSCT0_1902250488
8540.083212 1.022615 0.011857 1.0487 835.5 -0.535 0.620 5.56 5257.0 MSCT0_1902250489
8540.083582 1.009864 0.019072 1.0491 874.0 -0.969 -1.120 5.85 3576.0 MSCT0_1902250490
8540.083953 1.013582 0.035626 1.0494 932.0 -0.380 -1.066 6.11 2357.0 MSCT0_1902250491
8540.084682 1.157068 0.073578 1.0500 1034.8 -1.098 1.341 10.15 1764.0 MSCT0_1902250493
8540.086510 3.242188 169.650407 1.0518 1160.7 -0.307 -0.000 0.00 1227.0 MSCT0_1902250498
8540.088709 0.985357 0.058509 1.0541 977.7 7.319 0.808 9.22 1737.0 MSCT0_1902250504
8540.089080 1.013995 0.006910 1.0545 797.5 5.574 -1.743 5.71 7809.0 MSCT0_1902250505
8540.089450 1.051701 0.020050 1.0548 954.7 2.769 -0.917 7.33 2888.0 MSCT0_1902250506
8540.090550 0.985753 0.007458 1.0561 866.6 1.791 -1.800 5.77 8756.0 MSCT0_1902250509
8540.090909 1.007131 0.003195 1.0565 594.5 2.760 -2.657 6.03 20119.0 MSCT0_1902250510
8540.091279 1.008108 0.008408 1.0569 725.2 -1.864 -0.584 7.23 5348.0 MSCT0_1902250511
8540.091649 1.101267 0.023262 1.0574 841.0 -2.399 -0.625 6.35 2605.0 MSCT0_1902250512
8540.092008 1.013559 0.012091 1.0578 936.0 -3.608 1.133 7.05 3913.0 MSCT0_1902250513
8540.092378 1.097921 0.064686 1.0582 1095.9 -2.749 2.344 10.54 1985.0 MSCT0_1902250514
8540.092749 1.035633 0.043796 1.0587 890.9 -0.108 -0.208 5.66 2081.0 MSCT0_1902250515
8540.093108 1.009121 0.004502 1.0591 698.6 -1.682 0.698 6.53 11516.0 MSCT0_1902250516
8540.093478 1.032929 0.005833 1.0595 673.0 -0.640 -0.112 6.75 7449.0 MSCT0_1902250517
8540.093848 1.025151 0.012470 1.0600 760.1 -0.551 0.437 6.96 3708.0 MSCT0_1902250518
8540.094207 1.021241 0.007168 1.0605 747.9 0.262 0.044 6.03 7435.0 MSCT0_1902250519
8540.094578 1.033803 0.011133 1.0609 829.5 -0.245 0.169 5.62 5915.0 MSCT0_1902250520
8540.094948 1.026297 0.005829 1.0614 725.6 0.987 -0.979 5.82 9731.0 MSCT0_1902250521
8540.095307 1.016247 0.004321 1.0619 653.9 1.876 0.639 6.21 11913.0 MSCT0_1902250522
8540.095677 1.014964 0.003142 1.0624 560.7 1.589 1.362 5.69 20781.0 MSCT0_1902250523
8540.096047 1.007309 0.003322 1.0629 567.8 -0.164 -0.485 6.45 15370.0 MSCT0_1902250524
8540.096406 1.020352 0.004136 1.0634 602.1 -1.143 -0.028 5.17 15563.0 MSCT0_1902250525
8540.096777 1.005427 0.003592 1.0638 571.2 -1.289 0.320 6.01 16965.0 MSCT0_1902250526
8540.097147 1.013952 0.003406 1.0644 549.4 0.122 -0.888 5.61 17887.0 MSCT0_1902250527
8540.097506 1.033397 0.004878 1.0649 600.9 -1.548 2.163 6.34 9577.0 MSCT0_1902250528
8540.097876 1.038914 0.012460 1.0654 706.2 -1.711 0.379 5.67 4093.0 MSCT0_1902250529
8540.098247 1.000692 0.011800 1.0659 716.3 0.066 1.327 5.82 4561.0 MSCT0_1902250530
8540.098605 1.030235 0.008142 1.0664 661.2 -0.238 1.780 6.12 6339.0 MSCT0_1902250531
8540.098976 1.023717 0.006312 1.0669 637.5 -0.012 -0.015 6.36 7702.0 MSCT0_1902250532
8540.099346 1.008756 0.004308 1.0675 590.7 0.762 0.801 5.55 13655.0 MSCT0_1902250533
8540.099716 1.014692 0.003643 1.0680 557.0 1.198 0.091 6.53 14448.0 MSCT0_1902250534
8540.100075 1.019413 0.003671 1.0686 562.5 -2.086 0.474 7.53 10377.0 MSCT0_1902250535
8540.100446 1.014601 0.022253 1.0691 811.5 -1.720 0.873 7.53 2326.0 MSCT0_1902250536
8540.100804 1.021683 0.008954 1.0697 746.0 -1.031 -0.145 6.34 5450.0 MSCT0_1902250537
8540.101175 1.024788 0.005048 1.0702 643.2 -1.260 0.243 6.43 10693.0 MSCT0_1902250538
8540.101545 1.011114 0.005913 1.0707 669.1 -0.582 0.030 6.62 8513.0 MSCT0_1902250539
8540.101904 0.990893 0.007922 1.0713 718.0 0.076 -0.082 5.75 6812.0 MSCT0_1902250540
8540.102274 1.015306 0.003216 1.0719 535.8 1.088 -0.220 6.60 16721.0 MSCT0_1902250541
8540.102645 1.015494 0.003333 1.0726 539.3 0.718 0.116 6.66 13010.0 MSCT0_1902250542
8540.103003 1.027063 0.003943 1.0731 592.3 -0.492 -0.456 7.04 11410.0 MSCT0_1902250543
8540.103374 1.007955 0.004741 1.0737 652.2 -0.811 -0.115 5.60 12555.0 MSCT0_1902250544
8540.103744 1.027386 0.005187 1.0743 693.8 -1.365 0.213 5.89 11262.0 MSCT0_1902250545
8540.104103 1.011839 0.010923 1.0748 843.3 -0.897 -0.117 5.81 5814.0 MSCT0_1902250546
8540.104473 1.044615 0.010048 1.0755 885.1 -0.837 0.245 6.38 5639.0 MSCT0_1902250547
8540.104844 0.012035 0.120123 1.0761 1168.2 -137.356 -79.956 12.48 1677.0 MSCT0_1902250548
8540.105203 1.007552 0.010441 1.0768 858.5 0.861 0.414 6.12 5919.0 MSCT0_1902250549
8540.105573 1.030645 0.011757 1.0773 858.7 0.469 0.076 5.20 6072.0 MSCT0_1902250550
8540.105943 1.018320 0.006887 1.0780 799.0 1.027 -0.803 5.75 8542.0 MSCT0_1902250551
8540.106302 1.015177 0.006394 1.0786 802.8 1.416 0.325 5.31 10561.0 MSCT0_1902250552
8540.106672 1.016418 0.009262 1.0792 878.5 0.767 0.672 5.36 7827.0 MSCT0_1902250553
8540.107043 1.010045 0.009524 1.0798 907.5 0.000 0.395 5.99 6183.0 MSCT0_1902250554
8540.107402 1.055878 0.026384 1.0805 1045.5 0.433 -0.387 7.81 2423.0 MSCT0_1902250555
8540.107772 1.008762 0.034857 1.0811 1096.1 0.128 0.092 7.83 2302.0 MSCT0_1902250556
8540.108872 1.056034 0.048251 1.0832 1153.7 3.238 -0.612 8.17 2142.0 MSCT0_1902250559
8540.109242 1.003971 0.008343 1.0838 906.6 1.897 -0.615 6.62 6140.0 MSCT0_1902250560
8540.109601 1.017762 0.007827 1.0845 902.3 2.250 0.084 5.87 8284.0 MSCT0_1902250561
8540.109971 1.002866 0.013984 1.0852 1009.1 1.229 -0.513 5.62 5532.0 MSCT0_1902250562
8540.110341 1.036828 0.013002 1.0858 1006.1 1.576 -0.406 5.63 5210.0 MSCT0_1902250563
8540.110700 1.034628 0.014485 1.0866 1084.8 2.441 -2.547 6.24 4330.0 MSCT0_1902250564
8540.111071 1.009249 0.026277 1.0873 1224.1 1.522 -2.205 7.13 2876.0 MSCT0_1902250565
8540.111800 1.029025 0.025050 1.0887 1273.2 3.290 -0.097 6.53 3340.0 MSCT0_1902250567
8540.112170 1.017600 0.020520 1.0894 1159.2 4.397 -0.664 5.84 3967.0 MSCT0_1902250568
8540.112541 1.029391 0.017034 1.0902 1074.2 3.266 -0.281 7.02 3411.0 MSCT0_1902250569
8540.112899 1.022079 0.029440 1.0908 1129.8 3.430 -0.843 7.84 2416.0 MSCT0_1902250570
8540.113270 1.014950 0.012921 1.0916 1022.7 4.305 -1.908 6.45 4555.0 MSCT0_1902250571
8540.113640 1.017512 0.016992 1.0924 1054.7 3.682 -3.055 7.40 3442.0 MSCT0_1902250572
8540.113999 0.997537 0.017312 1.0932 1063.6 4.815 -3.105 6.74 3730.0 MSCT0_1902250573
8540.114369 1.024720 0.013312 1.0938 1024.7 5.045 -2.710 6.03 4768.0 MSCT0_1902250574
8540.114740 1.006696 0.016959 1.0946 1076.5 3.061 -1.425 6.55 3947.0 MSCT0_1902250575
8540.115098 0.974657 0.025740 1.0954 1145.3 4.106 -2.777 6.50 2927.0 MSCT0_1902250576
8540.115469 1.046398 0.048053 1.0961 1226.0 3.830 -2.714 7.51 2174.0 MSCT0_1902250577
8540.116198 0.917009 0.043138 1.0977 1252.9 5.618 -2.112 8.13 2179.0 MSCT0_1902250579
8540.116568 1.077661 0.026702 1.0985 1205.7 4.506 -1.950 8.11 2626.0 MSCT0_1902250580
8540.117297 1.040422 0.057407 1.1001 1297.5 3.191 -1.194 8.87 2185.0 MSCT0_1902250582
8540.117668 1.041582 0.041727 1.1009 1269.4 5.926 -1.697 7.44 2431.0 MSCT0_1902250583
8540.118038 1.019662 0.025768 1.1016 1205.7 3.971 -3.311 6.57 3234.0 MSCT0_1902250584
8540.118397 1.016746 0.021417 1.1025 1180.5 5.384 -3.583 6.51 3524.0 MSCT0_1902250585
8540.118767 1.011537 0.015986 1.1034 1134.0 6.054 -3.389 6.91 3806.0 MSCT0_1902250586
8540.119138 1.040655 0.018849 1.1041 1162.3 5.698 -3.672 6.20 3895.0 MSCT0_1902250587
8540.119497 1.028880 0.016455 1.1050 1141.7 4.970 -3.550 6.39 4067.0 MSCT0_1902250588
8540.119867 1.040485 0.021078 1.1058 1179.7 5.492 -3.571 6.33 3781.0 MSCT0_1902250589
8540.120237 1.018055 0.020747 1.1067 1173.0 6.612 -2.835 5.21 4273.0 MSCT0_1902250590
8540.120596 1.012742 0.022659 1.1075 1175.5 6.384 -3.398 5.72 3583.0 MSCT0_1902250591
8540.120966 1.014068 0.023671 1.1084 1183.8 6.218 -2.301 6.80 3323.0 MSCT0_1902250592
8540.121337 1.026709 0.019748 1.1093 1168.5 7.735 -2.687 5.85 4328.0 MSCT0_1902250593
8540.121696 1.059755 0.021027 1.1100 1182.3 7.019 -2.687 6.81 3711.0 MSCT0_1902250594
8540.122066 1.052600 0.029860 1.1110 1259.3 8.164 -3.707 5.84 3100.0 MSCT0_1902250595
8540.122436 1.031820 0.036440 1.1119 1319.9 6.775 -3.460 6.89 2605.0 MSCT0_1902250596
8540.122795 0.993585 0.028203 1.1128 1297.7 7.529 -2.907 6.62 2873.0 MSCT0_1902250597
8540.123166 1.053032 0.021219 1.1136 1217.1 6.412 -3.370 7.79 3019.0 MSCT0_1902250598
8540.123536 1.040068 0.017516 1.1146 1182.5 6.990 -2.807 7.03 3688.0 MSCT0_1902250599
8540.123895 1.019787 0.017165 1.1155 1157.4 8.143 -2.265 7.36 3484.0 MSCT0_1902250600
8540.124265 1.026598 0.012485 1.1163 1100.1 7.310 -2.671 6.04 5151.0 MSCT0_1902250601
8540.124624 1.025414 0.015783 1.1173 1143.1 4.446 -2.686 7.53 3618.0 MSCT0_1902250602
8540.124994 1.029275 0.017467 1.1182 1169.1 4.085 -2.654 6.03 4400.0 MSCT0_1902250603
8540.125365 1.022145 0.016742 1.1192 1154.4 3.871 -2.597 5.95 4728.0 MSCT0_1902250604
8540.125735 0.989230 0.014322 1.1200 1104.4 4.961 -2.149 5.98 4972.0 MSCT0_1902250605
8540.126094 0.998228 0.013515 1.1210 1071.6 3.863 -3.949 6.25 5086.0 MSCT0_1902250606
8540.126464 1.004230 0.012445 1.1220 1028.4 5.131 -2.464 5.78 5835.0 MSCT0_1902250607
8540.126834 1.031279 0.014596 1.1229 1064.5 1.843 -0.734 7.54 4108.0 MSCT0_1902250608
8540.127193 1.008701 0.010332 1.1239 973.5 1.753 -0.644 5.80 5809.0 MSCT0_1902250609
8540.127564 1.017382 0.007613 1.1249 882.5 1.493 0.066 6.40 6637.0 MSCT0_1902250610
8540.127922 1.013616 0.006135 1.1258 815.3 2.163 -1.843 5.94 9306.0 MSCT0_1902250611
8540.128293 1.013085 0.005494 1.1268 789.5 1.832 0.599 6.84 9615.0 MSCT0_1902250612
8540.128663 1.012508 0.006107 1.1279 907.8 0.486 0.015 5.81 9562.0 MSCT0_1902250613
8540.129022 1.008990 0.006499 1.1289 858.3 0.834 0.036 6.02 9031.0 MSCT0_1902250614
8540.129392 1.015998 0.009561 1.1298 908.4 0.255 0.132 6.11 5453.0 MSCT0_1902250615
8540.129763 1.011357 0.012351 1.1308 968.9 1.191 -0.443 6.13 5307.0 MSCT0_1902250616
8540.130122 0.980816 0.015965 1.1319 1030.6 -0.522 0.160 6.22 4421.0 MSCT0_1902250617
8540.130492 1.039305 0.018759 1.1328 1088.1 1.665 -0.466 5.80 4256.0 MSCT0_1902250618
8540.130862 1.047085 0.022914 1.1339 1106.7 0.816 -0.374 5.79 3551.0 MSCT0_1902250619
8540.131221 1.063645 0.028201 1.1350 1120.8 1.700 -0.403 5.27 3363.0 MSCT0_1902250620
8540.131591 1.025491 0.023606 1.1359 1086.2 2.682 0.480 5.57 3534.0 MSCT0_1902250621
8540.131962 0.999098 0.025686 1.1370 1095.0 3.583 -0.432 5.68 3403.0 MSCT0_1902250622
8540.132332 1.021512 0.029521 1.1381 1125.3 3.307 -1.905 5.75 3047.0 MSCT0_1902250623
8540.132691 1.024093 0.023987 1.1392 1103.9 1.752 -3.253 5.38 3546.0 MSCT0_1902250624
8540.133061 1.023591 0.019847 1.1401 1070.9 3.201 -1.663 6.66 3390.0 MSCT0_1902250625
8540.133420 0.994991 0.015214 1.1413 1019.5 4.636 -1.415 6.54 4073.0 MSCT0_1902250626
8540.133791 1.019084 0.013656 1.1424 1001.2 2.825 -1.894 5.95 4966.0 MSCT0_1902250627
8540.134161 1.001448 0.015070 1.1434 1022.1 3.449 -1.262 6.54 4417.0 MSCT0_1902250628
8540.134531 1.013294 0.017877 1.1445 1047.6 4.452 -1.286 6.40 4023.0 MSCT0_1902250629
8540.134890 1.021817 0.014272 1.1457 1003.1 5.241 -1.564 7.19 4157.0 MSCT0_1902250630
8540.135260 1.039517 0.011030 1.1467 958.5 3.560 -1.334 6.29 5177.0 MSCT0_1902250631
8540.135631 1.032251 0.010795 1.1479 958.5 2.166 0.131 6.28 5193.0 MSCT0_1902250632
8540.135990 1.025981 0.010286 1.1490 949.8 2.641 -0.400 5.96 6054.0 MSCT0_1902250633
8540.136360 1.033714 0.013116 1.1500 980.9 1.824 -0.076 5.78 5210.0 MSCT0_1902250634
8540.136730 1.038758 0.014292 1.1512 994.0 1.922 -1.264 5.91 4449.0 MSCT0_1902250635
8540.137089 0.998649 0.011872 1.1524 966.8 1.732 -0.414 6.19 4904.0 MSCT0_1902250636
8540.137459 0.953483 0.017961 1.1537 1040.7 3.174 -0.573 5.46 4057.0 MSCT0_1902250637
8540.137818 1.030790 0.018452 1.1547 1065.3 2.861 -1.190 6.50 4102.0 MSCT0_1902250638
8540.138189 1.037374 0.022843 1.1559 1097.7 3.634 -0.646 6.33 3371.0 MSCT0_1902250639
8540.138559 0.992717 0.023094 1.1571 1096.0 2.025 0.339 5.96 3448.0 MSCT0_1902250640
8540.138918 0.997152 0.021304 1.1582 1093.5 3.136 -1.012 5.53 3932.0 MSCT0_1902250641
8540.139288 1.014545 0.017929 1.1594 1060.0 3.201 -0.615 5.80 4203.0 MSCT0_1902250642
8540.139659 1.023694 0.016510 1.1607 1050.7 3.722 -1.059 5.54 4426.0 MSCT0_1902250643
8540.140017 1.012653 0.011483 1.1617 980.0 5.177 -0.065 5.75 5587.0 MSCT0_1902250644
8540.140388 1.022722 0.011064 1.1630 966.8 -0.254 -1.048 7.11 4706.0 MSCT0_1902250645
8540.140758 1.005913 0.009859 1.1643 1096.3 -0.842 -0.600 6.63 5896.0 MSCT0_1902250646
8540.141117 0.998444 0.010736 1.1654 1091.4 -0.106 0.031 5.98 6157.0 MSCT0_1902250647
8540.141487 1.011452 0.013417 1.1667 1165.3 -0.646 0.123 6.89 4327.0 MSCT0_1902250648
8540.141858 1.020089 0.012409 1.1680 1029.6 -0.465 -0.600 6.75 4268.0 MSCT0_1902250649
8540.142228 1.000578 0.012315 1.1693 1021.7 0.756 -0.999 6.81 4277.0 MSCT0_1902250650
8540.142587 0.986664 0.015513 1.1704 1065.2 0.319 -1.188 6.70 3988.0 MSCT0_1902250651
8540.142957 1.014103 0.014138 1.1717 1045.7 1.545 0.209 6.57 3956.0 MSCT0_1902250652
8540.143316 1.009954 0.023811 1.1730 1133.0 2.830 -1.700 6.16 3292.0 MSCT0_1902250653
8540.143686 1.013490 0.015708 1.1742 1072.7 2.324 -0.131 6.01 4419.0 MSCT0_1902250654
8540.144057 1.001697 0.014920 1.1755 1056.5 0.491 -0.520 6.16 4225.0 MSCT0_1902250655
8540.144416 1.001734 0.019788 1.1769 1121.0 1.493 -1.593 7.90 2802.0 MSCT0_1902250656
8540.144786 1.033398 0.021966 1.1780 1143.8 1.178 -1.008 7.74 2882.0 MSCT0_1902250657
8540.145156 1.041593 0.023097 1.1794 1159.3 2.082 0.632 6.62 3154.0 MSCT0_1902250658
8540.145515 1.006546 0.016624 1.1808 1090.1 2.102 -1.520 6.25 4141.0 MSCT0_1902250659
8540.145885 1.019182 0.014176 1.1822 1056.2 1.440 -0.837 6.27 4500.0 MSCT0_1902250660
8540.146256 1.031415 0.012534 1.1833 1023.3 0.903 -1.020 5.78 5552.0 MSCT0_1902250661
