# GJD-2450000 flux err airmass sky dx dy baserun
8207.953466 133.628999 5.688801 1.0498 3357.7 -14.040 -19.059 MSCT1_1803300097
8207.953848 96.691872 2.468443 1.0496 3359.2 -59.138 -9.584 MSCT1_1803300098
8207.954253 96.526681 2.491058 1.0495 3358.9 -59.150 -10.004 MSCT1_1803300099
8207.954647 38.471235 1.199629 1.0498 3353.3 -57.872 -19.540 MSCT1_1803300100
8207.955041 16.977994 0.454408 1.0496 3347.4 -58.675 -19.314 MSCT1_1803300101
8207.955446 17.997148 0.490665 1.0495 3350.5 -60.011 -18.672 MSCT1_1803300102
8207.955851 18.184313 0.528853 1.0494 3351.0 28.956 -97.466 MSCT1_1803300103
8207.956244 17.820001 0.476580 1.0493 3349.7 -45.786 -16.294 MSCT1_1803300104
8207.956638 17.307942 0.465071 1.0492 3347.2 -46.567 -15.121 MSCT1_1803300105
8207.957031 17.289562 0.466760 1.0491 3348.5 -45.314 -14.076 MSCT1_1803300106
8207.957413 16.510014 0.422977 1.0490 3346.3 -46.694 -14.174 MSCT1_1803300107
8207.957807 17.420660 0.457728 1.0489 3339.1 -46.917 -15.251 MSCT1_1803300108
8207.958200 17.364320 0.456404 1.0489 3333.8 -44.498 -16.260 MSCT1_1803300109
8207.958594 17.388042 0.458223 1.0488 3328.2 -45.322 -14.558 MSCT1_1803300110
8207.958964 15.737703 0.395636 1.0487 3322.6 -45.561 -15.552 MSCT1_1803300111
8207.959358 17.445126 0.457715 1.0486 3325.3 -46.411 -15.130 MSCT1_1803300112
8207.959751 17.399761 0.466120 1.0486 3328.1 -45.867 -15.285 MSCT1_1803300113
8207.960145 17.245047 0.459080 1.0485 3326.7 -45.908 -15.597 MSCT1_1803300114
8207.960550 17.883517 0.475341 1.0485 3331.5 -45.702 -14.912 MSCT1_1803300115
8207.960932 17.521339 0.465257 1.0484 3336.9 -44.996 -14.707 MSCT1_1803300116
8207.961314 17.009997 0.468107 1.0484 3340.3 -46.686 -15.162 MSCT1_1803300117
8207.961696 104.991945 13.792928 1.0484 3340.7 -46.233 -14.428 MSCT1_1803300118
8207.962089 17.143287 0.447111 1.0483 3339.5 -44.985 -16.583 MSCT1_1803300119
8207.962471 16.689615 0.440319 1.0483 3346.5 -45.186 -16.812 MSCT1_1803300120
8207.962865 17.803571 0.478960 1.0483 3351.7 -46.456 -17.120 MSCT1_1803300121
8207.963258 17.746349 0.482657 1.0483 3350.9 -44.210 -13.165 MSCT1_1803300122
8207.963663 16.275524 0.425978 1.0483 3340.7 -44.758 -13.587 MSCT1_1803300123
8207.964057 17.772599 0.468733 1.0483 3336.9 -46.867 -14.655 MSCT1_1803300124
8207.964462 17.527545 0.476039 1.0483 3343.3 -45.660 -14.194 MSCT1_1803300125
8207.968860 0.953705 0.035162 1.0479 3372.5 -12.100 -19.851 MSCT1_1803300126
8207.969265 0.953920 0.035579 1.0480 3367.5 -10.592 -20.167 MSCT1_1803300127
8207.969659 0.995563 0.034961 1.0480 3362.9 -10.861 -19.112 MSCT1_1803300128
8207.970064 0.954806 0.035348 1.0481 3361.6 -11.107 -18.779 MSCT1_1803300129
8207.970469 0.887918 0.035107 1.0482 3360.5 -11.967 -18.463 MSCT1_1803300130
8207.970862 0.909161 0.035136 1.0483 3360.9 -13.035 -18.933 MSCT1_1803300131
8207.971267 0.887269 0.034943 1.0484 3362.2 -13.098 -18.295 MSCT1_1803300132
8207.971672 0.898977 0.035226 1.0485 3358.7 -13.851 -18.159 MSCT1_1803300133
8207.972066 0.951483 0.035618 1.0486 3365.4 -12.823 -18.168 MSCT1_1803300134
8207.972459 0.880111 0.035545 1.0487 3364.1 -10.927 -19.227 MSCT1_1803300135
8207.972865 0.886771 0.035396 1.0488 3367.1 -10.919 -18.256 MSCT1_1803300136
8207.973270 0.976796 0.034990 1.0490 3372.0 -12.421 -18.836 MSCT1_1803300137
8207.973663 0.918234 0.035325 1.0491 3374.5 -12.766 -20.113 MSCT1_1803300138
8207.974080 0.977217 0.035777 1.0492 3381.3 -12.412 -21.505 MSCT1_1803300139
8207.974473 0.938444 0.035516 1.0494 3385.8 -12.975 -19.852 MSCT1_1803300140
8207.974878 0.894742 0.035599 1.0495 3397.6 -11.816 -19.436 MSCT1_1803300141
8207.975284 0.962710 0.035439 1.0497 3389.3 -11.383 -19.087 MSCT1_1803300142
8207.975677 0.917720 0.036404 1.0498 3396.6 -12.225 -18.965 MSCT1_1803300143
8207.976082 0.911267 0.036259 1.0500 3390.8 -11.849 -18.700 MSCT1_1803300144
8207.976487 0.908338 0.036061 1.0502 3381.2 -12.151 -18.374 MSCT1_1803300145
8207.976892 0.923047 0.035732 1.0503 3395.2 -14.177 -18.630 MSCT1_1803300146
8207.977286 0.964918 0.035867 1.0505 3394.1 -10.127 -18.093 MSCT1_1803300147
8207.977691 0.966162 0.035732 1.0507 3397.5 -11.870 -18.007 MSCT1_1803300148
8207.978084 0.956107 0.035679 1.0509 3396.7 -11.954 -18.481 MSCT1_1803300149
8207.978490 0.880589 0.035482 1.0511 3410.6 -11.045 -19.076 MSCT1_1803300150
8207.978883 0.932944 0.035823 1.0513 3434.8 -12.133 -19.451 MSCT1_1803300151
8207.979277 0.934675 0.035300 1.0515 3401.2 -11.778 -19.220 MSCT1_1803300152
8207.979705 0.935375 0.035935 1.0517 3391.7 -9.803 -18.122 MSCT1_1803300153
8207.980098 0.944856 0.036314 1.0519 3400.1 -9.552 -18.797 MSCT1_1803300154
8207.980503 0.940201 0.035999 1.0521 3411.7 -10.171 -18.910 MSCT1_1803300155
8207.980897 0.969839 0.035574 1.0524 3420.1 -11.810 -18.869 MSCT1_1803300156
8207.981302 0.857546 0.035537 1.0526 3433.4 -12.914 -18.603 MSCT1_1803300157
8207.981696 0.954929 0.035968 1.0529 3458.0 -13.418 -18.764 MSCT1_1803300158
8207.982101 0.993264 0.036210 1.0531 3469.9 -9.742 -20.282 MSCT1_1803300159
8207.982494 0.933401 0.036819 1.0534 3468.6 -9.955 -19.759 MSCT1_1803300160
8207.982899 0.986229 0.036661 1.0536 3491.6 -10.855 -18.715 MSCT1_1803300161
8207.983293 0.991083 0.037224 1.0539 3497.4 -12.266 -17.430 MSCT1_1803300162
8207.983698 0.927891 0.037483 1.0541 3498.8 -11.952 -17.606 MSCT1_1803300163
8207.984091 0.958164 0.037923 1.0544 3592.7 -13.498 -18.105 MSCT1_1803300164
8207.984497 0.997272 0.039963 1.0547 3730.5 -11.717 -20.337 MSCT1_1803300165
8207.984890 0.962362 0.054827 1.0550 4649.1 -10.306 -20.077 MSCT1_1803300166
8207.985295 0.909202 0.046049 1.0553 4176.7 -11.691 -19.741 MSCT1_1803300167
8207.985700 0.988710 0.040909 1.0556 3814.7 -10.274 -19.125 MSCT1_1803300168
8207.986105 0.917296 0.041509 1.0559 3862.6 -12.301 -19.573 MSCT1_1803300169
8207.986499 0.906630 0.041737 1.0562 3910.7 -12.677 -19.561 MSCT1_1803300170
8207.986904 0.952902 0.039391 1.0565 3735.5 -11.503 -18.524 MSCT1_1803300171
8207.987297 0.869090 0.038893 1.0568 3660.2 -10.759 -18.252 MSCT1_1803300172
8207.987691 0.983957 0.038626 1.0572 3670.1 -11.242 -18.708 MSCT1_1803300173
8207.988084 0.967002 0.038787 1.0575 3656.2 -12.502 -18.535 MSCT1_1803300174
8207.988490 1.007437 0.037872 1.0578 3576.6 -13.280 -17.664 MSCT1_1803300175
8207.988895 0.938470 0.037572 1.0582 3538.2 -13.289 -17.900 MSCT1_1803300176
8207.989288 0.980469 0.037529 1.0585 3529.8 -12.705 -19.067 MSCT1_1803300177
8207.989705 0.978007 0.038005 1.0589 3531.4 -11.553 -19.951 MSCT1_1803300178
8207.990098 0.921271 0.037205 1.0593 3529.5 -11.591 -19.576 MSCT1_1803300179
8207.990503 1.028753 0.037224 1.0596 3523.5 -11.948 -18.270 MSCT1_1803300180
8207.990909 0.970460 0.037350 1.0600 3520.4 -13.780 -17.824 MSCT1_1803300181
8207.991302 0.969799 0.036704 1.0604 3525.6 -14.104 -17.944 MSCT1_1803300182
8207.991707 0.917048 0.038145 1.0607 3529.6 -13.040 -18.625 MSCT1_1803300183
8207.992101 0.968322 0.037612 1.0612 3536.6 -11.069 -19.515 MSCT1_1803300184
8207.992494 0.940928 0.037656 1.0615 3543.4 -11.454 -19.077 MSCT1_1803300185
8207.992899 0.954866 0.037369 1.0619 3547.6 -11.979 -19.644 MSCT1_1803300186
8207.993304 1.006066 0.037765 1.0624 3556.4 -12.878 -19.366 MSCT1_1803300187
8207.993698 0.926088 0.037466 1.0627 3557.3 -13.211 -18.878 MSCT1_1803300188
8207.994103 1.053176 0.037564 1.0632 3560.8 -12.988 -18.768 MSCT1_1803300189
8207.994497 0.961309 0.037757 1.0636 3564.3 -10.618 -18.922 MSCT1_1803300190
8207.994902 0.892859 0.037241 1.0640 3565.1 -11.662 -19.195 MSCT1_1803300191
8207.995307 0.974193 0.037399 1.0645 3564.9 -11.518 -17.994 MSCT1_1803300192
8207.995700 0.940018 0.037462 1.0649 3561.0 -12.182 -18.993 MSCT1_1803300193
8207.996094 1.041254 0.038013 1.0653 3561.5 -13.439 -18.899 MSCT1_1803300194
8207.996499 0.964218 0.037529 1.0658 3567.3 -12.914 -18.055 MSCT1_1803300195
8207.996904 1.001795 0.038021 1.0662 3566.6 -10.850 -18.773 MSCT1_1803300196
8207.997286 0.944896 0.037713 1.0667 3569.2 -11.405 -19.360 MSCT1_1803300197
8207.997679 1.068117 0.038573 1.0672 3566.2 -11.637 -18.919 MSCT1_1803300198
8207.998073 1.005308 0.037897 1.0677 3564.3 -11.922 -18.064 MSCT1_1803300199
8207.998466 1.011414 0.038423 1.0681 3567.7 -12.158 -18.123 MSCT1_1803300200
8207.998872 0.951859 0.037973 1.0686 3565.2 -13.384 -16.691 MSCT1_1803300201
8207.999277 1.070667 0.037955 1.0692 3568.4 -10.673 -19.607 MSCT1_1803300202
8207.999670 1.062040 0.038412 1.0696 3562.8 -11.379 -19.396 MSCT1_1803300203
8208.000075 1.003481 0.037988 1.0701 3559.0 -11.524 -19.040 MSCT1_1803300204
8208.000480 0.945961 0.038211 1.0707 3553.5 -12.848 -19.149 MSCT1_1803300205
8208.000874 1.069795 0.038445 1.0712 3554.2 -12.116 -17.951 MSCT1_1803300206
8208.001279 1.016400 0.038032 1.0717 3551.9 -12.521 -18.101 MSCT1_1803300207
8208.001684 0.953324 0.037812 1.0723 3552.4 -12.867 -19.779 MSCT1_1803300208
8208.002089 0.957745 0.037772 1.0728 3550.5 -14.147 -19.337 MSCT1_1803300209
8208.002483 0.968759 0.037929 1.0733 3541.1 -14.457 -18.236 MSCT1_1803300210
8208.002888 1.047674 0.038414 1.0739 3539.5 -11.119 -18.617 MSCT1_1803300211
8208.003293 1.076045 0.039037 1.0744 3566.4 -11.726 -18.979 MSCT1_1803300212
8208.003686 0.937394 0.037960 1.0750 3569.9 -13.252 -18.678 MSCT1_1803300213
8208.004091 0.935813 0.038141 1.0756 3541.1 -11.661 -19.261 MSCT1_1803300214
8208.004497 0.986218 0.038545 1.0761 3529.5 -11.748 -18.826 MSCT1_1803300215
8208.004878 0.987856 0.038509 1.0768 3521.0 -11.133 -18.014 MSCT1_1803300216
8208.005272 0.996893 0.038215 1.0773 3517.5 -12.347 -18.692 MSCT1_1803300217
8208.005677 1.035179 0.038570 1.0779 3515.9 -12.828 -19.079 MSCT1_1803300218
8208.006071 0.903208 0.038437 1.0785 3514.5 -12.992 -17.960 MSCT1_1803300219
8208.006476 0.964561 0.037519 1.0791 3513.4 -11.690 -18.694 MSCT1_1803300220
8208.006869 0.963856 0.037945 1.0797 3507.7 -10.492 -19.372 MSCT1_1803300221
8208.007274 1.018378 0.037742 1.0804 3502.4 -11.873 -18.933 MSCT1_1803300222
8208.007679 0.948223 0.038444 1.0810 3501.2 -11.399 -18.194 MSCT1_1803300223
8208.008073 1.003824 0.037984 1.0816 3501.7 -13.033 -19.044 MSCT1_1803300224
8208.008466 1.024320 0.038585 1.0822 3500.4 -13.827 -18.834 MSCT1_1803300225
8208.008872 1.001615 0.038335 1.0829 3497.1 -12.797 -19.032 MSCT1_1803300226
8208.009277 1.024085 0.037866 1.0836 3495.2 -9.742 -18.761 MSCT1_1803300227
8208.009670 1.019011 0.038208 1.0842 3493.3 -11.642 -17.886 MSCT1_1803300228
8208.010075 0.993997 0.038235 1.0849 3500.4 -11.300 -18.791 MSCT1_1803300229
8208.010480 1.041611 0.038207 1.0856 3496.3 -11.545 -20.614 MSCT1_1803300230
8208.010897 0.989627 0.037349 1.0863 3488.9 -13.072 -18.727 MSCT1_1803300231
8208.011302 1.035668 0.037867 1.0869 3493.7 -12.355 -19.431 MSCT1_1803300232
8208.011696 1.059835 0.037848 1.0876 3495.2 -10.431 -19.703 MSCT1_1803300233
8208.012089 1.020517 0.037374 1.0883 3492.5 -11.310 -19.741 MSCT1_1803300234
8208.012494 1.039452 0.037679 1.0890 3491.5 -11.507 -18.653 MSCT1_1803300235
8208.012888 1.025428 0.037823 1.0897 3488.1 -12.294 -18.805 MSCT1_1803300236
8208.013281 0.984804 0.038161 1.0904 3492.0 -12.807 -18.753 MSCT1_1803300237
8208.013675 1.004204 0.038407 1.0912 3492.6 -12.918 -19.419 MSCT1_1803300238
8208.014080 0.967100 0.037969 1.0918 3515.4 -10.149 -19.059 MSCT1_1803300239
8208.014473 0.976739 0.037726 1.0926 3518.5 -10.752 -18.674 MSCT1_1803300240
8208.014878 1.038646 0.038141 1.0934 3496.8 -11.575 -18.723 MSCT1_1803300241
8208.015272 0.991406 0.037643 1.0941 3491.3 -11.313 -19.195 MSCT1_1803300242
8208.015666 1.026747 0.037747 1.0949 3486.5 -11.802 -19.369 MSCT1_1803300243
8208.016071 0.998791 0.037774 1.0956 3488.6 -12.700 -18.221 MSCT1_1803300244
8208.016464 0.962632 0.037362 1.0964 3494.6 -11.401 -20.101 MSCT1_1803300245
8208.016858 0.987856 0.038063 1.0971 3493.9 -11.289 -19.632 MSCT1_1803300246
8208.017263 0.972017 0.037861 1.0979 3494.6 -12.052 -20.605 MSCT1_1803300247
8208.017656 1.048210 0.037011 1.0987 3488.6 -12.064 -19.102 MSCT1_1803300248
8208.018073 1.049833 0.037657 1.0996 3495.8 -12.732 -18.884 MSCT1_1803300249
8208.018466 0.985991 0.037933 1.1003 3494.8 -12.490 -18.864 MSCT1_1803300250
8208.018872 0.959422 0.038173 1.1012 3516.5 -11.078 -18.779 MSCT1_1803300251
8208.019277 0.976657 0.038520 1.1019 3518.2 -10.362 -19.166 MSCT1_1803300252
8208.019670 1.029912 0.038177 1.1028 3510.6 -11.343 -17.820 MSCT1_1803300253
8208.020075 0.987093 0.038263 1.1037 3531.6 -12.352 -19.082 MSCT1_1803300254
8208.020480 0.914456 0.037646 1.1044 3496.9 -12.550 -19.590 MSCT1_1803300255
8208.020874 0.983742 0.038511 1.1053 3499.6 -12.845 -18.710 MSCT1_1803300256
8208.021267 0.968246 0.038159 1.1061 3503.0 -11.666 -19.730 MSCT1_1803300257
8208.021661 1.005211 0.038471 1.1070 3504.7 -11.251 -19.605 MSCT1_1803300258
8208.022066 0.981528 0.037508 1.1079 3502.5 -11.650 -19.715 MSCT1_1803300259
8208.022471 1.052021 0.038192 1.1087 3510.6 -11.765 -19.829 MSCT1_1803300260
8208.022865 0.995961 0.037792 1.1096 3526.3 -12.389 -19.145 MSCT1_1803300261
8208.023258 1.038137 0.038545 1.1104 3531.1 -12.415 -17.671 MSCT1_1803300262
8208.023640 1.044935 0.038896 1.1114 3535.2 -11.982 -18.991 MSCT1_1803300263
8208.024045 1.002394 0.038779 1.1122 3539.6 -11.262 -19.787 MSCT1_1803300264
8208.024450 1.054353 0.038096 1.1132 3539.8 -10.465 -19.651 MSCT1_1803300265
8208.024832 1.022923 0.038459 1.1141 3543.5 -11.229 -19.594 MSCT1_1803300266
8208.025237 0.996948 0.038548 1.1149 3542.0 -11.531 -19.220 MSCT1_1803300267
8208.025631 1.021268 0.038024 1.1159 3543.1 -11.553 -18.126 MSCT1_1803300268
8208.026036 0.950475 0.037946 1.1168 3547.3 -11.813 -18.812 MSCT1_1803300269
8208.026429 1.030156 0.037617 1.1178 3542.3 -13.482 -19.930 MSCT1_1803300270
8208.026834 1.000000 0.038423 1.1188 3536.1 -12.746 -18.742 MSCT1_1803300271
8208.027240 1.000354 0.038517 1.1198 3537.3 -14.165 -19.273 MSCT1_1803300272
8208.027645 1.059299 0.038213 1.1206 3533.4 -9.570 -19.141 MSCT1_1803300273
8208.028038 1.042314 0.038273 1.1217 3532.8 -9.965 -18.445 MSCT1_1803300274
8208.028443 1.012356 0.038745 1.1227 3557.6 -10.216 -18.741 MSCT1_1803300275
8208.028848 1.030383 0.038439 1.1236 3538.7 -11.489 -20.611 MSCT1_1803300276
8208.029253 1.099859 0.037723 1.1247 3527.7 -11.270 -20.148 MSCT1_1803300277
8208.029659 1.022201 0.037731 1.1256 3524.9 -11.688 -19.530 MSCT1_1803300278
8208.030064 0.979517 0.038193 1.1267 3523.6 -12.541 -19.064 MSCT1_1803300279
8208.030457 1.010026 0.037858 1.1277 3530.9 -13.275 -18.948 MSCT1_1803300280
8208.030862 1.041222 0.038044 1.1288 3568.9 -13.204 -18.568 MSCT1_1803300281
8208.031256 0.969056 0.038411 1.1298 3549.0 -9.569 -19.145 MSCT1_1803300282
8208.031649 1.055660 0.038486 1.1309 3545.9 -10.417 -19.105 MSCT1_1803300283
8208.032054 1.028554 0.038406 1.1318 3546.8 -10.324 -18.168 MSCT1_1803300284
8208.032448 0.979956 0.037858 1.1330 3552.2 -11.069 -18.602 MSCT1_1803300285
8208.032841 0.938722 0.037532 1.1339 3555.8 -11.898 -19.242 MSCT1_1803300286
8208.033247 1.034288 0.038101 1.1351 3558.3 -11.718 -18.960 MSCT1_1803300287
8208.033663 1.014666 0.038091 1.1362 3559.8 -12.488 -19.511 MSCT1_1803300288
8208.034057 1.038801 0.037825 1.1372 3553.2 -11.331 -19.012 MSCT1_1803300289
8208.034462 0.965431 0.038260 1.1383 3557.0 -12.103 -18.485 MSCT1_1803300290
8208.034867 0.989984 0.038574 1.1395 3564.3 -12.116 -18.738 MSCT1_1803300291
8208.035260 1.032391 0.037904 1.1405 3568.9 -12.406 -16.953 MSCT1_1803300292
8208.035654 1.009897 0.037960 1.1417 3579.8 -12.661 -17.888 MSCT1_1803300293
8208.036059 1.028050 0.038156 1.1427 3581.4 -10.988 -19.076 MSCT1_1803300294
8208.036464 1.074789 0.038694 1.1439 3576.0 -9.973 -20.039 MSCT1_1803300295
8208.036858 1.006976 0.037983 1.1451 3574.5 -10.623 -19.922 MSCT1_1803300296
8208.037263 1.034169 0.037746 1.1462 3576.9 -11.398 -19.588 MSCT1_1803300297
8208.037668 0.974658 0.038311 1.1474 3579.7 -11.118 -18.832 MSCT1_1803300298
8208.038061 0.970796 0.038606 1.1486 3583.6 -11.620 -18.645 MSCT1_1803300299
8208.038466 0.962167 0.038585 1.1499 3584.8 -11.562 -18.942 MSCT1_1803300300
8208.038872 1.001719 0.037883 1.1510 3587.3 -11.515 -18.835 MSCT1_1803300301
8208.039265 1.019725 0.037890 1.1522 3593.1 -12.171 -18.743 MSCT1_1803300302
8208.039659 0.980803 0.038247 1.1533 3600.7 -10.879 -18.822 MSCT1_1803300303
8208.040064 1.035624 0.038164 1.1546 3613.1 -10.567 -20.047 MSCT1_1803300304
8208.040469 1.006279 0.038655 1.1559 3616.0 -10.517 -20.235 MSCT1_1803300305
8208.040862 0.978206 0.038961 1.1570 3618.1 -10.450 -19.805 MSCT1_1803300306
8208.041256 0.950705 0.038623 1.1583 3615.5 -10.834 -18.541 MSCT1_1803300307
8208.041661 1.041742 0.038664 1.1594 3610.5 -11.539 -18.151 MSCT1_1803300308
8208.042054 0.939170 0.038384 1.1607 3608.0 -12.062 -18.973 MSCT1_1803300309
8208.042448 1.052738 0.038809 1.1621 3609.8 -12.521 -19.672 MSCT1_1803300310
8208.042853 1.023434 0.038729 1.1633 3608.4 -11.701 -18.622 MSCT1_1803300311
8208.043258 1.023387 0.038435 1.1646 3613.6 -12.867 -19.197 MSCT1_1803300312
8208.043663 1.001523 0.038772 1.1660 3620.5 -12.607 -19.748 MSCT1_1803300313
8208.044057 1.006966 0.038926 1.1671 3612.1 -12.572 -18.685 MSCT1_1803300314
8208.044462 1.000749 0.039048 1.1685 3619.7 -11.714 -19.595 MSCT1_1803300315
8208.044855 1.016120 0.038811 1.1697 3622.0 -9.542 -20.772 MSCT1_1803300316
8208.045249 1.026182 0.038897 1.1711 3621.2 -11.043 -20.485 MSCT1_1803300317
8208.045642 1.077021 0.038587 1.1723 3613.6 -10.937 -20.707 MSCT1_1803300318
8208.046047 1.127095 0.038367 1.1738 3609.4 -11.895 -19.619 MSCT1_1803300319
8208.046453 1.033085 0.039240 1.1752 3610.2 -11.608 -18.651 MSCT1_1803300320
8208.046858 0.954348 0.038135 1.1764 3621.5 -11.326 -18.313 MSCT1_1803300321
8208.047251 1.001213 0.038548 1.1779 3630.1 -12.149 -19.643 MSCT1_1803300322
8208.047656 1.038493 0.038754 1.1793 3637.6 -11.490 -18.852 MSCT1_1803300323
8208.048050 0.938401 0.039434 1.1806 3643.1 -11.518 -18.920 MSCT1_1803300324
8208.048455 0.997838 0.039573 1.1821 3647.1 -11.123 -19.752 MSCT1_1803300325
8208.048848 1.024394 0.039055 1.1835 3645.6 -12.830 -20.422 MSCT1_1803300326
8208.049253 0.998410 0.038725 1.1848 3650.1 -12.350 -19.014 MSCT1_1803300327
8208.049659 1.048305 0.039058 1.1863 3647.4 -10.566 -20.032 MSCT1_1803300328
8208.050052 1.006459 0.039056 1.1879 3642.7 -9.838 -19.134 MSCT1_1803300329
8208.050457 0.987822 0.039470 1.1892 3640.6 -10.118 -18.586 MSCT1_1803300330
8208.050874 0.979329 0.039110 1.1907 3648.9 -10.970 -19.637 MSCT1_1803300331
8208.051267 1.070062 0.039146 1.1922 3654.0 -11.451 -19.627 MSCT1_1803300332
8208.051661 1.052959 0.038768 1.1936 3662.6 -11.531 -19.858 MSCT1_1803300333
8208.052054 1.006727 0.039256 1.1952 3673.3 -12.167 -19.936 MSCT1_1803300334
8208.052459 1.019706 0.039320 1.1965 3681.1 -11.358 -19.530 MSCT1_1803300335
8208.052865 1.013557 0.039759 1.1981 3682.3 -10.700 -19.294 MSCT1_1803300336
8208.053270 0.948128 0.039471 1.1997 3687.9 -11.588 -19.177 MSCT1_1803300337
8208.053675 1.025823 0.039728 1.2013 3701.4 -12.531 -18.502 MSCT1_1803300338
