5.85575478804640E+04	3.23981341983475E+00	3.20196300000000E+02	4.43688699999999E+02	3.88452900000000E+04
5.85575479655160E+04	3.27491475555579E+00	3.19975799999999E+02	4.43494399999999E+02	3.96095199999999E+04
5.85575480505680E+04	3.27883830435276E+00	3.20251300000000E+02	4.43922000000000E+02	4.54138199999999E+04
5.85575481356200E+04	3.26407402925631E+00	3.20008899999999E+02	4.43706200000000E+02	4.24545899999999E+04
5.85575482206719E+04	3.25656686731056E+00	3.20423999999999E+02	4.43641500000000E+02	4.20987300000000E+04
5.85575483057239E+04	3.28851630875983E+00	3.19989599999999E+02	4.43640699999999E+02	4.00111999999999E+04
5.85575483907759E+04	3.25746681431587E+00	3.20418499999999E+02	4.43822099999999E+02	3.52044100000000E+04
5.85575484758279E+04	3.24698288914698E+00	3.20295900000000E+02	4.44054800000000E+02	3.85533000000000E+04
5.85575485608800E+04	3.26287172143085E+00	3.20149499999999E+02	4.43755800000000E+02	3.95582799999999E+04
5.85575486459320E+04	3.26166985647037E+00	3.19777600000000E+02	4.43866899999999E+02	3.89410899999999E+04
5.85575487309840E+04	3.26257121367850E+00	3.20026200000000E+02	4.43937700000000E+02	4.16995000000000E+04
5.85575488160359E+04	3.23862004830188E+00	3.20392100000000E+02	4.43647299999999E+02	3.73906500000000E+04
5.85575489010879E+04	3.28276655380190E+00	3.20303499999999E+02	4.43930200000000E+02	3.83974800000000E+04
5.85575489861399E+04	3.28609413287018E+00	3.20604499999999E+02	4.43731100000000E+02	4.05129100000000E+04
5.85575490711919E+04	3.25626694023000E+00	3.20754999999999E+02	4.43897499999999E+02	3.63658399999999E+04
5.85575491562440E+04	3.28700223968775E+00	3.20288700000000E+02	4.43208199999999E+02	3.24475699999999E+04
5.85575492412960E+04	3.22284931160983E+00	3.20172300000000E+02	4.43000600000000E+02	3.59101999999999E+04
5.85575493263480E+04	3.29033411226258E+00	3.20501100000000E+02	4.43221999999999E+02	3.36582300000000E+04
5.85575494114000E+04	3.26918878202104E+00	3.21174300000000E+02	4.43394499999999E+02	3.26648800000000E+04
5.85575494964519E+04	3.25266996913246E+00	3.21190600000000E+02	4.43757400000000E+02	2.84390900000000E+04
5.85575495815039E+04	3.25626694023001E+00	3.21320600000000E+02	4.43924199999999E+02	2.43067799999999E+04
5.85575496665559E+04	3.27099590178606E+00	3.20666699999999E+02	4.43428600000000E+02	3.19476699999999E+04
5.85575497516079E+04	3.29003107524705E+00	3.20309700000000E+02	4.43496899999999E+02	3.31831399999999E+04
5.85575498366600E+04	3.26257121367851E+00	3.20519299999999E+02	4.43313800000000E+02	3.93697099999999E+04
5.85575499217120E+04	3.25446795774133E+00	3.20417700000000E+02	4.43332299999999E+02	3.31609100000000E+04
5.85575500067640E+04	3.28851630875983E+00	3.20480700000000E+02	4.43676100000000E+02	2.45076500000000E+04
5.85575500918170E+04	3.25716680435095E+00	3.20896799999999E+02	4.43642699999999E+02	3.16622000000000E+04
5.85575501768690E+04	3.26678084193408E+00	3.20460599999999E+02	4.43394099999999E+02	2.71682700000000E+04
5.85575502619210E+04	3.25356883923624E+00	3.20608000000000E+02	4.43794699999999E+02	3.36319800000000E+04
5.85575503469730E+04	3.28942508494178E+00	3.20770800000000E+02	4.43557799999999E+02	3.29203600000000E+04
5.85575504320249E+04	3.28337131744743E+00	3.21026000000000E+02	4.43252299999999E+02	3.18200699999999E+04
5.85575505170769E+04	3.24429248079879E+00	3.20766500000000E+02	4.44105000000000E+02	3.58039499999999E+04
5.85575506021289E+04	3.27189983623179E+00	3.21066500000000E+02	4.43463199999999E+02	3.46634499999999E+04
5.85575506871809E+04	3.27521640024270E+00	3.20987900000000E+02	4.43423699999999E+02	3.06723699999999E+04
5.85575507722330E+04	3.28639680726322E+00	3.21263800000000E+02	4.43754900000000E+02	4.08299199999999E+04
5.85575508572850E+04	3.28246421375217E+00	3.21291400000000E+02	4.43093200000000E+02	3.44143000000000E+04
5.85575509423370E+04	3.25207086036345E+00	3.20974600000000E+02	4.43349899999999E+02	3.38338700000000E+04
5.85575510273890E+04	3.28942508494179E+00	3.21016599999999E+02	4.43333700000000E+02	2.62101300000000E+04
5.85575511124409E+04	3.25896727868955E+00	3.21091499999999E+02	4.42787199999999E+02	3.38876999999999E+04
5.85575511974929E+04	3.28367374104835E+00	3.20850599999999E+02	4.42971999999999E+02	3.09920600000000E+04
5.85575512825449E+04	3.26287172143085E+00	3.20999799999999E+02	4.42975900000000E+02	3.82146600000000E+04
5.85575513675969E+04	3.29063717719013E+00	3.21172399999999E+02	4.43069799999999E+02	3.71817500000000E+04
5.85575514526490E+04	3.26678084193408E+00	3.21101800000000E+02	4.43043900000000E+02	3.34043099999999E+04
5.85575515377010E+04	3.26046843421175E+00	3.21272499999999E+02	4.43280100000000E+02	3.53445199999999E+04
5.85575516227530E+04	3.30887224921511E+00	3.20999900000000E+02	4.43233299999999E+02	4.23017699999999E+04
5.85575517078050E+04	3.25776685191400E+00	3.21262699999999E+02	4.42968299999999E+02	3.19294399999999E+04
5.85575517928569E+04	3.27039341756639E+00	3.20863600000000E+02	4.42800099999999E+02	4.47167200000000E+04
5.85575518779089E+04	3.27521640024270E+00	3.21270399999999E+02	4.43404299999999E+02	3.63974499999999E+04
5.85575519629609E+04	3.27642325685378E+00	3.21376300000000E+02	4.43237000000000E+02	3.62918499999999E+04
5.85575520480129E+04	3.23534054264954E+00	3.21152699999999E+02	4.43032300000000E+02	2.56946500000000E+04
5.85575521330650E+04	3.26798459019809E+00	3.21528500000000E+02	4.43022400000000E+02	3.15569000000000E+04
5.85575522181170E+04	3.26918878202104E+00	3.21017299999999E+02	4.42852700000000E+02	2.90569300000000E+04
5.85575523031690E+04	3.27521640024270E+00	3.21319500000000E+02	4.43280500000000E+02	3.89205699999999E+04
5.85575523882209E+04	3.31711096566491E+00	3.21321300000000E+02	4.43045999999999E+02	3.06183600000000E+04
5.85575524732729E+04	3.28881920625379E+00	3.21105000000000E+02	4.42889299999999E+02	3.79085100000000E+04
5.85575525583249E+04	3.25506750811268E+00	3.21728099999999E+02	4.42896799999999E+02	3.42579100000000E+04
5.85575526433769E+04	3.30156612569714E+00	3.21416999999999E+02	4.43129900000000E+02	3.02715600000000E+04
5.85575527284290E+04	3.26708173742537E+00	3.21610000000000E+02	4.42755299999999E+02	2.50149900000000E+04
5.85575528134810E+04	3.28185961718593E+00	3.21310799999999E+02	4.42783000000000E+02	2.59589900000000E+04
5.85575528985330E+04	3.26828559656379E+00	3.21161000000000E+02	4.42632600000000E+02	3.31814800000000E+04
5.85575529835850E+04	3.26347281997526E+00	3.21282300000000E+02	4.42440200000000E+02	4.17890899999999E+04
5.85575530686380E+04	3.26678084193408E+00	3.20947299999999E+02	4.42641200000000E+02	3.98995899999999E+04
5.85575531536900E+04	3.27069464580351E+00	3.20934100000000E+02	4.42642600000000E+02	3.32107099999999E+04
5.85575532387420E+04	3.27280402047834E+00	3.21272899999999E+02	4.42598799999999E+02	3.60518899999999E+04
5.85575533237940E+04	3.30035000781696E+00	3.21561899999999E+02	4.42609800000000E+02	4.12906299999999E+04
5.85575534088459E+04	3.29033411226258E+00	3.21476299999999E+02	4.43125800000000E+02	3.34413199999999E+04
5.85575534938979E+04	3.26046843421176E+00	3.21582899999999E+02	4.42782100000000E+02	2.95674500000000E+04
5.85575535789499E+04	3.24548794251802E+00	3.21824799999999E+02	4.42294500000000E+02	3.16439300000000E+04
5.85575536640020E+04	3.29245615305201E+00	3.21479499999999E+02	4.42320199999999E+02	2.83890900000000E+04
5.85575537490540E+04	3.28246421375217E+00	3.21636199999999E+02	4.42335500000000E+02	2.91394599999999E+04
5.85575538341060E+04	3.26828559656379E+00	3.21774400000000E+02	4.42694599999999E+02	2.54741300000000E+04
5.85575539191580E+04	3.24459130494008E+00	3.21844899999999E+02	4.42429899999999E+02	3.32894000000000E+04
5.85575540042099E+04	3.26918878202104E+00	3.21665799999999E+02	4.42077299999999E+02	3.07552000000000E+04
5.85575540892619E+04	3.26197028120082E+00	3.21624099999999E+02	4.42536299999999E+02	3.28367699999999E+04
5.85575541743139E+04	3.25926745449193E+00	3.21678299999999E+02	4.42341400000000E+02	3.82334400000000E+04
5.85575542593659E+04	3.26046843421175E+00	3.21432799999999E+02	4.42161900000000E+02	3.38444899999999E+04
5.85575543444180E+04	3.27250259796958E+00	3.21979899999999E+02	4.42440600000000E+02	3.80682300000000E+04
5.85575544294700E+04	3.29609712177457E+00	3.22071700000000E+02	4.42425799999999E+02	2.74262900000000E+04
5.85575545145220E+04	3.28488371403294E+00	3.22090500000000E+02	4.42474800000000E+02	2.76421599999999E+04
5.85575545995740E+04	3.24578687677049E+00	3.22435400000000E+02	4.42257400000000E+02	3.52142200000000E+04
5.85575546846259E+04	3.23355312132077E+00	3.22057799999999E+02	4.42299599999999E+02	3.27382700000000E+04
5.85575547696779E+04	3.30004604834584E+00	3.22053400000000E+02	4.42207200000000E+02	3.60588899999999E+04
5.85575548547299E+04	3.24758106059073E+00	3.21747500000000E+02	4.42351299999999E+02	3.14994099999999E+04
5.85575549397819E+04	3.26377341077243E+00	3.21753899999999E+02	4.42152899999999E+02	3.29333799999999E+04
5.85575550248340E+04	3.25536732471636E+00	3.22322000000000E+02	4.42227300000000E+02	2.59822799999999E+04
5.85575551098860E+04	3.24967552858164E+00	3.23076300000000E+02	4.42325199999999E+02	2.48115099999999E+04
5.85575551949380E+04	3.26287172143085E+00	3.22953500000000E+02	4.42321000000000E+02	2.67092999999999E+04
